 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
71	MyCole Pruitt	MIN	  at  ATL	55	71	60.666666666667	6.1282587702834		
72	Jesse James	PIT	  at  SEA	57	72	63.5	5.3463383107818		
73	Jack Doyle	IND	  vs.  TB	58	73	64.2	4.9558046773455		
74	Clay Harbor	NE	  at  DEN	59	75	65.25	5.9319052588523		
75	Nick Boyle	BAL	  at  CLE	60	66	63.333333333333	2.4944382578493		
76	Lee Smith	OAK	  at  TEN	61	70	66.666666666667	4.0276819911982		
77	James Hanna	DAL	  vs.  CAR	65	71	67.666666666667	2.4944382578493		
78	Matt Spaeth	PIT	  at  SEA	65	69	67	2		
79	Blake Bell	SF	  vs.  ARI	66	79	72.5	6.5		
80	Brian Parker	KC	  vs.  BUF	66	78	72	6		
81	Luke Stocker	TB	  at  IND	67	71	69	2		
82	Nic Jacobs	JAC	  vs.  SD	73	76	74.5	1.5		
83	Phillip Supernaw	TEN	  vs.  OAK	73	75	74	1		
84	Tyler Kroft	CIN	  vs.  STL	76	77	76.5	0.5		
