 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
106	Andre Holmes	OAK	  vs.  KC	69	112	93	9.6953597148327		
107	Leonard Hankerson	BUF	  vs.  HOU	70	148	86.2	30.908898395122		
108	Quincy Enunwa	NYJ	  at  NYG	70	102	84.461538461538	8.2052083329421		
109	Chris Harper	NE	  vs.  PHI	70	89	78	8.0415587212099		
110	Quinton Patton	SF	  at  CHI	72	102	84.6	7.3738275904264		
111	Jeremy Kerley	DET	  vs.  GB	73	133	100.44444444444	21.302639956958		
112	Brandon Tate	CIN	  at  CLE	73	120	96.5	23.5		
113	Wes Welker	FA		73	111	93	10.943706222407		
114	Charles Johnson	MIN	  vs.  SEA	74	122	99.705882352941	12.75914761067		
115	Riley Cooper	FA		74	107	89.947368421053	9.3102868077849		
116	Andre Caldwell	FA		77	115	100.18181818182	9.7869874816995		
117	Adam Humphries	TB	  vs.  ATL	78	132	94.375	11.596739843594		
118	Hakeem Nicks	FA		79	111	103.27272727273	9.5354926372323		
119	Devin Smith	NYJ	  at  NYG	79	106	91.764705882353	6.178991082357		
120	T.J. Graham	PHI	  at  NE	80	136	102	21.118712081943		
121	Marlon Brown	BAL	  at  MIA	81	148	114.5	33.5		
122	Keith Mumphery	HOU	  at  BUF	82	134	105.6	17.850490189348		
123	Greg Jennings	FA		82	114	99	9.5767575783396		
124	Miles Austin	FA		84	105	97.6	6.0530983801686		
125	Ryan Grant	WAS	  vs.  DAL	87	127	107	16.492422502471		
126	Bennie Fowler	DEN	  at  SD	87	117	103.22222222222	11.886292551392		
127	Jordan Norwood	FA		90	142	116	26		
128	Bradley Marquez	LA	  	91	138	114.5	23.5		
129	Nick Williams	KC	  at  OAK	91	105	100	6.3770421565697		
130	Lucky Whitehead	DAL	  at  WAS	93	143	119.5	15.424547535233		
131	Jaelen Strong	HOU	  at  BUF	95	135	120.33333333333	17.987650084309		
132	Nick Williams	ATL	  at  TB	95	106	101.25	4.4930501889029		
133	Cordarrelle Patterson	MIN	  vs.  SEA	97	138	120.75	15.65846416479		
134	Tre McBride	TEN	  vs.  JAC	97	125	111	14		
135	Kenbrell Thompkins	NYJ	  at  NYG	98	139	117.66666666667	16.779617264871		
136	Jason Avant	FA		98	108	103.5	3.7080992435478		
137	Devin Hester	ATL	  at  TB	103	129	116.8	10.107423014795		
138	Matt Slater	NE	  vs.  PHI	108	147	127.5	19.5		
139	Kevin Smith	SEA	  at  MIN	109	113	111	2		
140	Bruce Ellington	SF	  at  CHI	110	134	117.16666666667	8.0914907292922		
141	Cameron Meredith	CHI	  vs.  SF	111	133	121.66666666667	8.9938250421547		
142	Darrius Heyward-Bey	PIT	  vs.  IND	112	128	117.16666666667	5.2094998693626		
143	TJ Jones	DET	  vs.  GB	113	140	126	11.045361017187		
144	Eric Weems	ATL	  at  TB	113	118	115.5	2.5		
145	Sammie Coates	PIT	  vs.  IND	114	130	122	8		
146	Kevin Norwood	CAR	  at  NO	115	148	131.5	16.5		
147	Kaelin Clay	BAL	  at  MIA	116	135	125.5	9.5		
148	Darius Jennings	CLE	  vs.  CIN	116	133	124.5	8.5		
149	Andre Roberts	WAS	  vs.  DAL	117	134	124.4	6.6513156593264		
150	Jerome Simpson	SF	  at  CHI	118	146	132	14		
151	Seyi Ajirotutu	FA		119	138	128.5	9.5		
152	Myles White	NYG	  vs.  NYJ	120	141	130	8.6023252670426		
153	Dwayne Bowe	FA		122	148	135	13		
154	Russell Shepard	TB	  vs.  ATL	122	128	125.66666666667	2.6246692913373		
155	Javontee Herndon	SD	  vs.  DEN	124	135	130.33333333333	4.6427960923947		
156	Adam Thielen	MIN	  vs.  SEA	126	136	129.66666666667	4.4969125210773		
