 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
52	Markus Wheaton	PIT	  vs.  DEN	26	67	53.982905982906	6.5397965231198		
53	Dontrelle Inman	SD	  vs.  MIA	36	87	57.873417721519	15.00579389251		
54	Marques Colston	FA		35	77	56.267857142857	6.0459285929475		
55	Devin Funchess	CAR	  at  NYG	37	77	57.51376146789	7.8139074777951		
56	Keshawn Martin	NE	  vs.  TEN	41	82	59.298076923077	5.9012381485914		
57	Albert Wilson	KC	  at  BAL	39	79	61.5	6.6580778006869		
58	Andre Johnson	FA		37	93	69.802325581395	11.282647478609		
59	Javontee Herndon	SD	  vs.  MIA	43	122	63.588235294118	9.6799296517218		
60	Nelson Agholor	PHI	  vs.  ARI	43	92	64.744897959184	7.8744111856189		
61	Terrance Williams	DAL	  vs.  NYJ	48	81	63.049504950495	5.6100621016731		
62	J.J. Nelson	ARI	  at  PHI	48	108	66.088888888889	11.902982300849		
63	Philly Brown	CAR	  at  NYG	38	100	68.305882352941	9.6418493825392		
64	Steve Johnson	SD	  vs.  MIA	26	139	61.739130434783	18.905295764402		
65	Julian Edelman	NE	  vs.  TEN	48	59	54.571428571429	2.691634811631		
66	Eddie Royal	CHI	  at  MIN	40	98	68.298850574713	8.7718396640964		
67	Jamison Crowder	WAS	  vs.  BUF	53	99	65.053191489362	8.9304249515012		
68	Dwayne Harris	NYG	  vs.  CAR	50	105	66.806451612903	7.4707430278014		
69	Seth Roberts	OAK	  vs.  GB	46	103	67.892857142857	8.1649918454788		
70	Kenny Britt	LA	  	50	83	70.56976744186	8.3867845900482		
71	Roddy White	FA		49	82	68.947368421053	7.1706542622327		
72	Jeremy Butler	BAL	  vs.  KC	50	125	71.910447761194	11.10295287237		
73	Vincent Jackson	TB	  at  STL	37	71	57	13.533028380331		
74	Mike Wallace	BAL	  vs.  KC	43	94	73.712643678161	8.2905680323077		
75	Lance Moore	FA		44	91	73.584615384615	9.4019512012418		
76	Jerricho Cotchery	FA		47	95	75.364864864865	8.2011441593401		
77	Rishard Matthews	TEN	  at  NE	50	91	69.393939393939	8.9846313019896		
78	Torrey Smith	SF	  vs.  CIN	51	92	69.178571428571	7.7015161065946		
79	Harry Douglas	TEN	  at  NE	44	87	73.368421052632	7.6033962378026		
80	Taylor Gabriel	CLE	  at  SEA	47	97	81.25	11.393528865106		
81	Cole Beasley	DAL	  vs.  NYJ	48	93	78.607594936709	9.0405804136499		
82	Kenny Stills	MIA	  at  SD	57	105	73.022727272727	8.5439735176951		
83	Chris Givens	PHI	  vs.  ARI	56	92	73.234567901235	7.3740814116161		
84	Leonard Hankerson	BUF	  at  WAS	50	111	80.555555555556	17.372462955373		
85	Kendall Wright	TEN	  at  NE	51	139	74.4	22.41071172453		
86	Marqise Lee	JAC	  vs.  ATL	56	104	86.146341463415	10.254234046646		
87	Chris Hogan	NE	  vs.  TEN	58	91	76.2	7.3266636336057		
88	Vincent Brown	FA		57	121	100.27272727273	16.782517467948		
89	Justin Hardy	ATL	  at  JAC	58	97	83.388888888889	7.1761350029279		
90	Adam Humphries	TB	  at  STL	60	124	82.521739130435	12.48257765053		
91	Phillip Dorsett	IND	  vs.  HOU	60	102	84.9	10.830050784738		
92	Ty Montgomery	GB	  at  OAK	60	83	76	9.3541434669349		
93	Mohamed Sanu	ATL	  at  JAC	61	96	80.767441860465	7.5539523285167		
94	Brandon Coleman	NO	  vs.  DET	63	111	79.22641509434	9.1726449539017		
95	Donteea Dye	TB	  at  STL	65	102	91.2	10.081005240881		
96	Jarius Wright	MIN	  vs.  CHI	65	101	80.827586206897	8.4038946862595		
97	TJ Jones	DET	  at  NO	66	131	93.769230769231	18.081668771497		
98	Wes Welker	FA		66	105	93	10.301342002808		
99	Griff Whalen	MIA	  at  SD	67	136	90.606060606061	12.57929851573		
100	Brian Quick	LA	  	68	136	95.222222222222	15.848433345482		
101	Bradley Marquez	LA	  	68	130	102	22.226110770893		
102	Riley Cooper	FA		68	97	84.142857142857	6.3172908169013		
103	Jeff Janis	GB	  at  OAK	69	134	93.6	16.672532301163		
104	Chris Conley	KC	  at  BAL	69	128	98.461538461538	14.420153549889		
105	Quincy Enunwa	NYJ	  at  DAL	70	131	91.823529411765	11.788505339164		
106	Jared Abbrederis	GB	  at  OAK	70	122	98.2	17.139428228503		
107	Greg Jennings	FA		71	126	100.83333333333	16.900854679243		
108	Quinton Patton	SF	  vs.  CIN	73	95	85.0625	6.4852597288004		
109	Jaron Brown	ARI	  at  PHI	74	135	102	25.668212693079		
110	Josh Bellamy	CHI	  at  MIN	75	140	107.44444444444	20.987356570146		
111	Jordan Norwood	FA		77	130	108.4	20.035967658189		
112	Jeremy Kerley	DET	  at  NO	77	125	97	15.027247978861		
113	Nick Williams	ATL	  at  JAC	77	105	93	8.1785627642569		
114	Marc Mariani	CHI	  at  MIN	78	120	96.230769230769	10.131093388891		
115	Marlon Moore	CLE	  at  SEA	78	104	89.285714285714	7.5822025769803		
116	Hakeem Nicks	FA		79	116	101.07692307692	11.737261759434		
117	Andre Holmes	OAK	  vs.  GB	80	121	100.78571428571	12.576500600204		
118	Jaelen Strong	HOU	  at  IND	80	120	107.16666666667	12.837661607768		
119	Chris Matthews	BAL	  vs.  KC	81	127	109	13.988090172238		
120	Darius Jennings	CLE	  at  SEA	81	120	96	17.146428199482		
121	Josh Huff	PHI	  vs.  ARI	81	101	90.666666666667	6.8637534273247		
122	Nick Williams	KC	  at  BAL	81	100	86	7.0427267446636		
123	Rashad Greene	JAC	  vs.  ATL	81	100	93	6.5280460028545		
124	Bryan Walters	FA		83	139	101.33333333333	18.776462807344		
125	Cody Latimer	DEN	  at  PIT	85	138	101.58823529412	17.402024302563		
126	Keith Mumphery	HOU	  at  IND	85	98	90.666666666667	5.4365021434334		
127	Ryan Grant	WAS	  vs.  BUF	88	135	113.16666666667	16.627453870699		
128	Daniel Brown	BAL	  vs.  KC	90	139	104.5	20.006249023743		
129	Darrius Heyward-Bey	PIT	  vs.  DEN	90	125	115.2	12.812493902438		
130	Terrelle Pryor	CLE	  at  SEA	90	120	108.4	11.35957745693		
131	Bennie Fowler	DEN	  at  PIT	92	127	110.55555555556	9.4764164712091		
132	Tre McBride	TEN	  at  NE	93	129	106.66666666667	11.595018087284		
133	Charles Johnson	MIN	  vs.  CHI	95	139	110.33333333333	20.286832072937		
134	Jason Avant	FA		96	124	110.85714285714	7.6238080366436		
135	Andre Caldwell	FA		97	141	111.25	14.21926510056		
136	Andrew Turzilli	TEN	  at  NE	97	118	109.44444444444	6.5168347993845		
137	Lucky Whitehead	DAL	  vs.  NYJ	98	128	111.66666666667	10.306416555827		
138	Cordarrelle Patterson	MIN	  vs.  CHI	99	133	116	17		
139	Devin Hester	ATL	  at  JAC	102	111	106.5	4.5		
140	Kenbrell Thompkins	NYJ	  at  DAL	103	132	118	11.242775458044		
141	Corey Fuller	DET	  at  NO	106	136	120	10.8627804912		
142	Jerome Simpson	SF	  vs.  CIN	107	122	115.57142857143	5.0386263110138		
143	Marlon Brown	BAL	  vs.  KC	108	139	123.5	15.5		
144	Russell Shepard	TB	  at  STL	109	139	119.6	10.423051376636		
145	Deonte Thompson	CHI	  at  MIN	110	138	124	9.8792712281828		
146	Bruce Ellington	SF	  vs.  CIN	111	132	121	7.9582242575422		
147	Myles White	NYG	  vs.  CAR	111	129	121.8	5.8787753826796		
148	Tyrell Williams	SD	  vs.  MIA	112	138	125	13		
149	Dwayne Bowe	FA		113	129	121	5.9665735560705		
150	Kevin Smith	SEA	  vs.  CLE	113	119	116.66666666667	2.6246692913373		
151	Devin Street	DAL	  vs.  NYJ	117	139	127	9.0921211313239		
152	Rashad Ross	WAS	  vs.  BUF	119	134	126.5	7.0178344238091		
153	Brice Butler	DAL	  vs.  NYJ	119	129	124	4.0824829046386		
154	Adam Thielen	MIN	  vs.  CHI	122	133	127	4.546060565662		
155	Seyi Ajirotutu	FA		132	137	134.5	2.5		
