 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
1	Seattle Seahawks	SEA	  at  BAL	1	7	1.3801652892562	1.0385638394979		
2	Denver Broncos	DEN	  vs.  OAK	1	19	3.3553719008264	2.2885251092657		
3	Kansas City Chiefs	KC	  vs.  SD	1	11	3.5785123966942	1.6897946773201		
4	Carolina Panthers	CAR	  vs.  ATL	1	16	4.1157024793388	1.8815769834209		
5	Arizona Cardinals	ARI	  vs.  MIN	1	12	4.5603448275862	2.0690193958502		
6	Green Bay Packers	GB	  vs.  DAL	1	15	6.6446280991736	2.0724860470963		
7	New England Patriots	NE	  at  HOU	2	21	8.0826446280992	3.0548343393142		
8	New York Jets	NYJ	  vs.  TEN	1	20	8.7	3.2777024473453		
9	Detroit Lions	DET	  at  STL	2	21	8.75	3.2818947779192		
10	Buffalo Bills	BUF	  at  PHI	4	22	10.541666666667	2.929436331826		
11	Los Angeles Rams	LA	  	2	27	12.230769230769	4.476691038719		
12	Cincinnati Bengals	CIN	  vs.  PIT	6	25	13	3.4519510985173		
13	Chicago Bears	CHI	  vs.  WAS	7	31	13.076271186441	3.5371078381442		
14	San Francisco 49ers	SF	  at  CLE	7	31	15.182608695652	4.2907030105965		
15	Houston Texans	HOU	  vs.  NE	7	30	16.842105263158	4.6614863742148		
16	Tampa Bay Buccaneers	TB	  vs.  NO	10	28	16.752212389381	3.3617604254959		
17	Cleveland Browns	CLE	  vs.  SF	6	31	16.577981651376	4.5641072320172		
18	Miami Dolphins	MIA	  vs.  NYG	11	29	18.738738738739	3.1699936388708		
19	Washington Redskins	WAS	  at  CHI	5	32	18.377358490566	4.0362808170082		
20	Pittsburgh Steelers	PIT	  at  CIN	10	31	19.790476190476	3.7637246954003		
21	Jacksonville Jaguars	JAC	  vs.  IND	7	27	18	5.1672042731055		
22	New York Giants	NYG	  at  MIA	8	30	19.222222222222	5.122141307077		
23	Philadelphia Eagles	PHI	  vs.  BUF	7	29	19.475409836066	5.4218941623241		
24	Indianapolis Colts	IND	  at  JAC	5	32	19.660714285714	6.4594249680887		
25	Tennessee Titans	TEN	  at  NYJ	11	32	21.684210526316	4.5195788296902		
26	Minnesota Vikings	MIN	  at  ARI	9	32	22.686274509804	5.532400805233		
27	Oakland Raiders	OAK	  at  DEN	16	32	24.666666666667	4.0483192671637		
28	Dallas Cowboys	DAL	  at  GB	13	32	25.061224489796	4.6660220494476		
29	Atlanta Falcons	ATL	  at  CAR	14	32	25.958333333333	5.2279630088804		
30	Baltimore Ravens	BAL	  vs.  SEA	11	32	26	5.1881274720911		
31	San Diego Chargers	SD	  at  KC	13	32	28.782608695652	3.4947976459319		
32	New Orleans Saints	NO	  at  TB	18	32	29.727272727273	2.6143279717361		
