 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
60	Brandon Pettigrew	DET	  at  SD	40	75	52.6	10.190191362286		
61	Chase Ford	FA		41	86	62.333333333333	18.445113776343		
62	Nick Boyle	BAL	  at  DEN	41	78	61.75	16.558608033286		
63	C.J. Fiedorowicz	HOU	  vs.  KC	41	60	51.111111111111	5.1086950811434		
64	Trey Burton	PHI	  at  ATL	43	83	67.333333333333	17.441967269268		
65	Brandon Myers	TB	  vs.  TEN	43	67	52.666666666667	7.7602978178819		
66	Cooper Helfet	SEA	  at  STL	46	88	64.6	14.718695594379		
67	Jesse James	PIT	  at  NE	47	65	58	7.8740078740118		
68	James O'Shaughnessy	KC	  at  HOU	48	58	52.333333333333	4.1899350299922		
69	Michael Hoomanawanui	NO	  at  ARI	49	70	57.75	8.4075858604001		
70	Ryan Griffin	HOU	  vs.  KC	54	68	60.666666666667	5.7348835113618		
71	Jack Doyle	IND	  at  BUF	54	63	59	3.7416573867739		
72	Rhett Ellison	MIN	  at  SF	55	79	65	10.198039027186		
73	Luke Stocker	TB	  vs.  TEN	56	77	67.25	9.364160400164		
74	Tyler Kroft	CIN	  at  OAK	56	72	62.666666666667	6.7986926847904		
75	MyCole Pruitt	MIN	  at  SF	58	71	62.666666666667	5.9066817155565		
76	E.J. Bibbs	CLE	  at  NYJ	59	64	61.5	2.5		
77	Vance McDonald	SF	  vs.  MIN	59	63	61.333333333333	1.6996731711976		
78	Troy Niklas	ARI	  vs.  NO	61	66	62.666666666667	2.3570226039552		
79	Demetrius Harris	KC	  at  HOU	63	84	75.333333333333	8.9566858950296		
80	MarQueis Gray	MIA	  at  WAS	63	75	69	6		
81	Zach Miller	FA		67	72	69.5	2.5		
82	Lee Smith	OAK	  vs.  CIN	68	81	74.5	6.5		
83	C.J. Uzomah	CIN	  at  OAK	73	85	79	6		
84	James Hanna	DAL	  vs.  NYG	77	80	78.5	1.5		
