 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
1	Adrian Peterson	RB1	MIN	  vs.  CHI	1	3	1.0980392156863	0.35727190506448		
2	LeSean McCoy	RB2	BUF	  at  WAS	2	13	4.0588235294118	2.7218200708845		
3	David Johnson	RB3	ARI	  at  PHI	1	64	4.9313725490196	7.0478195820557		
4	Julio Jones	WR1	ATL	  at  JAC	2	35	6.7254901960784	5.271374532851		
5	Todd Gurley	RB4	LA	  	2	16	6.7843137254902	3.4488629867793		
6	Lamar Miller	RB5	HOU	  at  IND	1	37	8.1176470588235	4.7800527473648		
7	Devonta Freeman	RB6	ATL	  at  JAC	1	36	8.7450980392157	5.9798456838077		
8	Doug Martin	RB7	TB	  at  STL	1	31	9.2254901960784	4.2815309309462		
9	DeAngelo Williams	RB8	PIT	  vs.  DEN	2	24	9.6176470588235	4.6863257852638		
10	DeAndre Hopkins	WR2	HOU	  at  IND	1	44	10.911764705882	7.5486694596666		
11	Brandon Marshall	WR3	NYJ	  at  DAL	4	33	12.882352941176	5.7450645786351		
12	Odell Beckham Jr.	WR4	NYG	  vs.  CAR	4	39	14.274509803922	6.3911042078034		
13	Chris Ivory	RB9	JAC	  vs.  ATL	3	45	14.666666666667	5.4310893958895		
14	Eddie Lacy	RB10	GB	  at  OAK	6	45	16.490196078431	6.8752826651898		
15	Denard Robinson	RB11	JAC	  vs.  ATL	3	47	18.833333333333	6.7896740129858		
16	Antonio Brown	WR5	PIT	  vs.  DEN	4	55	18.882352941176	8.5512229576541		
17	Matt Forte	RB12	NYJ	  at  DAL	6	49	18.980392156863	7.3484430686022		
18	Alshon Jeffery	WR6	CHI	  at  MIN	11	35	20.803921568627	4.6674492670532		
19	Jeremy Hill	RB13	CIN	  at  SF	3	52	22.274509803922	7.4296133258382		
20	Allen Robinson	WR7	JAC	  vs.  ATL	7	34	22.509803921569	5.8187410167816		
21	Latavius Murray	RB14	OAK	  vs.  GB	9	54	22.666666666667	7.6264932106972		
22	A.J. Green	WR8	CIN	  at  SF	7	43	22.813725490196	6.0305275549749		
23	Charcandrick West	RB15	KC	  at  BAL	6	53	23.745098039216	10.238993396555		
24	Tim Hightower	RB16	NO	  vs.  DET	8	70	24.460784313725	8.8812112411733		
25	Rob Gronkowski	TE1	NE	  vs.  TEN	3	55	26.294117647059	12.191758897131		
26	Sammy Watkins	WR9	BUF	  at  WAS	6	57	27.186274509804	7.6244323377983		
27	Doug Baldwin	WR10	SEA	  vs.  CLE	5	49	27.852941176471	7.5581368422351		
28	Demaryius Thomas	WR11	DEN	  at  PIT	12	58	28.539215686275	6.4772173410263		
29	Javorius Allen	RB17	BAL	  vs.  KC	15	69	31.656862745098	9.9187830314156		
30	Larry Fitzgerald	WR12	ARI	  at  PHI	4	55	32.490196078431	8.7051315698172		
31	Jeremy Maclin	WR13	KC	  at  BAL	4	43	32.980392156863	6.1404802650468		
32	Eric Decker	WR14	NYJ	  at  DAL	19	56	33.137254901961	5.8074313711919		
33	Darren McFadden	RB18	DAL	  vs.  NYJ	14	101	34.852941176471	12.468310465307		
34	Shaun Draughn	RB19	SF	  vs.  CIN	18	77	37.980392156863	12.753300527942		
35	Frank Gore	RB20	IND	  vs.  HOU	20	88	38.647058823529	13.356093607321		
36	Mike Evans	WR15	TB	  at  STL	16	90	39.098039215686	8.8688812698589		
37	Jarvis Landry	WR16	MIA	  at  SD	27	71	39.333333333333	6.2690233365949		
38	Greg Olsen	TE2	CAR	  at  NYG	11	62	40.627450980392	8.2413609772538		
39	Brandin Cooks	WR17	NO	  vs.  DET	23	74	42.588235294118	7.3141723040722		
40	Michael Floyd	WR18	ARI	  at  PHI	21	68	42.598039215686	8.523623232996		
41	Giovani Bernard	RB21	CIN	  at  SF	16	99	44.058823529412	13.478249384065		
42	John Brown	WR19	ARI	  at  PHI	22	67	44.549019607843	7.2228225580792		
43	Randall Cobb	WR20	GB	  at  OAK	10	66	46.107843137255	8.2222878152355		
44	Jordan Reed	TE3	WAS	  vs.  BUF	17	82	47.56862745098	8.9305707653285		
45	Allen Hurns	WR21	JAC	  vs.  ATL	25	80	48.754901960784	7.519173236923		
46	Danny Amendola	WR22	NE	  vs.  TEN	12	74	48.823529411765	9.8770994439464		
47	Matt Jones	RB22	WAS	  vs.  BUF	24	105	50.831683168317	15.977130504166		
48	T.Y. Hilton	WR23	IND	  vs.  HOU	16	111	51.960784313725	10.307927245122		
49	Amari Cooper	WR24	OAK	  vs.  GB	19	79	52.176470588235	8.1245352985732		
50	Golden Tate	WR25	DET	  at  NO	20	85	52.735294117647	9.4691723457489		
51	Delanie Walker	TE4	TEN	  at  NE	31	95	55.911764705882	9.0760436024762		
52	James White	RB23	NE	  vs.  TEN	24	112	57.069306930693	16.901729611968		
53	Emmanuel Sanders	WR26	DEN	  at  PIT	25	86	58.274509803922	7.2924307558135		
54	Bryce Brown	RB24	FA		14	116	53.59793814433	20.020432755251		
55	Michael Crabtree	WR27	OAK	  vs.  GB	25	93	58.5	8.4212033977732		
56	Brandon Bolden	RB25	NE	  vs.  TEN	17	141	57.960396039604	23.208875390093		
57	Tyler Lockett	WR28	SEA	  vs.  CLE	28	86	60.382352941176	10.317550360626		
58	Gary Barnidge	TE5	CLE	  at  SEA	40	107	60.696078431373	10.514965260295		
59	Antonio Gates	TE6	SD	  vs.  MIA	37	101	61.058823529412	9.1617529034009		
60	Julius Thomas	TE7	JAC	  vs.  ATL	26	103	63.647058823529	11.219422111943		
61	Ronnie Hillman	RB26	DEN	  at  PIT	16	105	63.980392156863	19.611911342673		
62	Dez Bryant	WR29	DAL	  vs.  NYJ	37	129	67.117647058824	11.362385587031		
63	Ryan Mathews	RB27	PHI	  vs.  ARI	35	112	67.264705882353	13.259052749554		
64	Kamar Aiken	WR30	BAL	  vs.  KC	48	104	67.588235294118	8.2999562261738		
65	Ted Ginn	WR31	CAR	  at  NYG	44	125	67.647058823529	9.8335630336982		
66	Willie Snead	WR32	NO	  vs.  DET	49	111	69.803921568627	8.8738868019736		
67	Melvin Gordon	RB28	SD	  vs.  MIA	26	103	68.94	18.19495534482		
68	James Starks	RB29	GB	  at  OAK	26	111	70.742574257426	14.497970814208		
69	DeSean Jackson	WR33	WAS	  vs.  BUF	25	95	69.444444444444	8.6657601183469		
70	Travis Kelce	TE8	KC	  at  BAL	40	113	72.617647058824	13.398890880092		
71	Benjamin Watson	TE9	BAL	  vs.  KC	49	123	73.078431372549	10.970268442307		
72	Jeremy Langford	RB30	CHI	  at  MIN	33	103	72.574257425743	13.475571249049		
73	Ameer Abdullah	RB31	DET	  at  NO	29	132	75.39603960396	18.163219939556		
74	Brandon LaFell	WR34	CIN	  at  SF	46	146	77.323529411765	12.717258433053		
75	Darren Sproles	RB32	PHI	  vs.  ARI	39	108	78.336633663366	13.617313693682		
76	Marvin Jones	WR35	DET	  at  NO	61	111	79.666666666667	8.8520888565458		
77	Anquan Boldin	WR36	FA		48	127	81.539215686275	10.485911714433		
78	Travis Benjamin	WR37	SD	  vs.  MIA	34	123	82.647058823529	10.86607155127		
79	Zach Miller	TE10	CHI	  at  MIN	47	136	82.87	14.479402611986		
80	Stefon Diggs	WR38	MIN	  vs.  CHI	58	119	83.584158415842	11.067092713239		
81	Devante Parker	WR39	MIA	  at  SD	62	145	83.09	15.687635258381		
82	Tavon Austin	WR40	LA	  	34	115	84.627450980392	10.839218523878		
83	C.J. Anderson	RB33	DEN	  at  PIT	33	144	82.673469387755	21.392720252462		
84	Richard Rodgers	TE11	GB	  at  OAK	49	122	87.539215686275	11.798696811245		
85	Jordan Matthews	WR41	PHI	  vs.  ARI	57	128	87.316831683168	13.349773382635		
86	Theo Riddick	RB34	DET	  at  NO	25	127	87.405940594059	13.872958394313		
87	Fozzy Whittaker	RB35	CAR	  at  NYG	33	143	85.505263157895	23.247353526442		
88	Charles Sims	RB36	TB	  at  STL	53	141	90.574257425743	13.063702668803		
89	Dorial Green-Beckham	WR42	TEN	  at  NE	64	128	92.039603960396	10.332033041655		
90	Danny Woodhead	RB37	SD	  vs.  MIA	33	130	91.204081632653	16.323239464199		
91	James Jones	WR43	FA		64	128	93.049504950495	10.558067852814		
92	Bilal Powell	RB38	NYJ	  at  DAL	46	147	96.78125	18.568119589882		
93	DeMarco Murray	RB39	TEN	  at  NE	70	138	99.717171717172	14.844677585144		
94	Austin Seferian-Jenkins	TE12	TB	  at  STL	50	142	101.98039215686	11.730620557743		
95	Pierre Garcon	WR44	WAS	  vs.  BUF	76	148	101.54455445545	10.170355633525		
96	Rueben Randle	WR45	PHI	  vs.  ARI	66	130	101.08080808081	10.889413604044		
97	Chris Polk	RB40	FA		30	144	101.40816326531	17.945402875988		
98	Cecil Shorts	WR46	HOU	  at  IND	65	127	101.09278350515	10.070967228221		
99	Eric Ebron	TE13	DET	  at  NO	65	136	103.79	12.001079118146		
100	Nate Washington	WR47	NE	  vs.  TEN	68	128	103.75757575758	11.045444153464		
101	Donte Moncrief	WR48	IND	  vs.  HOU	49	218	99.116279069767	20.239506959623		
102	Robert Woods	WR49	BUF	  at  WAS	70	146	106.55670103093	11.567791288849		
103	Davante Adams	WR50	GB	  at  OAK	68	154	107.30927835052	13.78057861274		
104	Zach Ertz	TE14	PHI	  vs.  ARI	57	148	107.28865979381	12.744077875008		
105	Duke Johnson	RB41	CLE	  at  SEA	52	144	108.15789473684	16.419703048455		
106	Jermaine Kearse	WR51	FA		65	136	108.22105263158	14.244614086416		
107	Jacob Tamme	TE15	ATL	  at  JAC	57	156	112.16	12.693084731459		
108	Markus Wheaton	WR52	PIT	  vs.  DEN	54	137	111.77319587629	13.382944334664		
109	Fred Jackson	RB42	FA		19	147	110.13978494624	19.412661535986		
110	Kyle Rudolph	TE16	MIN	  vs.  CHI	79	133	114.57291666667	10.98744054939		
111	Isaiah Crowell	RB43	CLE	  at  SEA	81	146	112.65934065934	13.450127480273		
112	Antonio Andrews	RB44	TEN	  at  NE	51	147	115.14583333333	15.234951021874		
113	Will Tye	TE17	NYG	  vs.  CAR	66	144	115.80412371134	13.033374427768		
114	Marques Colston	WR53	FA		73	137	115.47777777778	10.474548813171		
115	Spencer Ware	RB45	KC	  at  BAL	54	244	105.609375	28.85665931998		
116	Mike Tolbert	RB46	CAR	  at  NYG	37	147	113.59259259259	21.058869734937		
117	Rashad Jennings	RB47	NYG	  vs.  CAR	77	147	119.625	17.63120458165		
118	Jason Witten	TE18	DAL	  vs.  NYJ	72	148	119.94680851064	14.398852659136		
119	Vernon Davis	TE19	FA		64	148	120.23076923077	14.496742281317		
120	Devin Funchess	WR54	CAR	  at  NYG	79	156	117.84523809524	14.467939965595		
121	Keshawn Martin	WR55	NE	  vs.  TEN	84	153	122.15555555556	9.7032767788471		
122	Dontrelle Inman	WR56	SD	  vs.  MIA	73	146	109.01818181818	21.515737081233		
123	Alfred Morris	RB48	DAL	  vs.  NYJ	78	153	125.63636363636	14.212016217225		
124	Albert Wilson	WR57	KC	  at  BAL	83	151	125.69411764706	10.13209638538		
125	Joique Bell	RB49	FA		89	147	129.09523809524	12.786357171033		
126	Terrance Williams	WR58	DAL	  vs.  NYJ	99	167	130.3023255814	9.9698029737732		
127	Jamison Crowder	WR59	WAS	  vs.  BUF	100	198	130.59259259259	15.317848685119		
128	Javontee Herndon	WR60	SD	  vs.  MIA	87	166	126.98630136986	12.341591503558		
129	J.J. Nelson	WR61	ARI	  at  PHI	99	183	126.81428571429	14.228033552656		
130	Cameron Artis-Payne	RB50	CAR	  at  NYG	70	147	128.40789473684	17.094303168922		
131	Nelson Agholor	WR62	PHI	  vs.  ARI	89	153	131.28571428571	12.328414168836		
132	C.J. Spiller	RB51	NO	  vs.  DET	71	184	133.22058823529	15.690804339818		
133	Jonathan Grimes	RB52	HOU	  at  IND	70	147	133.37313432836	14.990380817099		
134	Shane Vereen	RB53	NYG	  vs.  CAR	91	173	134.37313432836	13.477273098665		
135	Dwayne Harris	WR63	NYG	  vs.  CAR	114	220	136.52777777778	13.352041273635		
