 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
104	Ryan Hewitt	CIN	  at  SF	77	90	83.5	6.5		
105	Rex Burkhead	CIN	  at  SF	78	108	89.857142857143	9.4328994395538		
106	Rod Smith	DAL	  vs.  NYJ	78	107	92	10.747092630102		
107	Akeem Hunt	HOU	  at  IND	79	106	86.666666666667	7.7459666924148		
108	Fitzgerald Toussaint	PIT	  vs.  DEN	83	103	89.285714285714	6.340668863192		
109	Will Johnson	NYG	  vs.  CAR	83	102	92	8.5732140997411		
110	Tyler Clutts	FA		86	112	99	13		
111	Anthony Sherman	KC	  at  BAL	87	110	96	8.5146931829632		
112	Bobby Rainey	NYG	  vs.  CAR	88	103	95.5	7.5		
113	Tommy Bohanon	NYJ	  at  DAL	89	96	92.5	3.5		
114	Marcus Murphy	NO	  vs.  DET	90	113	99.333333333333	9.8770215933527		
115	Jalston Fowler	TEN	  at  NE	90	99	95.333333333333	3.8586123009301		
116	Zach Line	MIN	  vs.  CHI	90	98	93.666666666667	3.2998316455372		
117	Michael Burton	DET	  at  NO	90	94	92	2		
118	Jay Prosch	HOU	  at  IND	91	106	98.5	7.5		
119	Darrel Young	FA		92	95	92.75	1.2990381056767		
120	George Winn	DET	  at  NO	94	113	103.5	9.5		
121	Roosevelt Nix	PIT	  vs.  DEN	104	111	107.5	3.5		
