 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
64	Lance Moore	FA		45	89	62.05376344086	6.3944962749779		
65	Tyler Lockett	SEA	  at  SF	47	85	63.867924528302	6.7545588681821		
66	Devante Parker	MIA	  vs.  HOU	49	105	67.206896551724	11.664996199983		
67	Devin Funchess	CAR	  vs.  PHI	30	91	66.911111111111	9.2552020740824		
68	Dez Bryant	DAL	  at  NYG	7	75	55.2	24.894979413528		
69	Stedman Bailey	LA	  	35	84	69.191176470588	8.669176894474		
70	Phillip Dorsett	IND	  vs.  NO	50	90	67.762886597938	6.4740133919781		
71	Jerricho Cotchery	FA		40	86	73.081081081081	7.9775982919009		
72	Jaelen Strong	HOU	  at  MIA	42	104	73.857142857143	10.789261479142		
73	Cecil Shorts	HOU	  at  MIA	44	56	48.333333333333	5.4365021434334		
74	Andrew Hawkins	CLE	  at  STL	46	84	71.523255813953	6.7094635424587		
75	Sammy Watkins	BUF	  at  JAC	34	66	52.666666666667	13.597385369581		
76	Charles Johnson	MIN	  at  DET	44	95	74.404255319149	8.6998644510548		
77	Keith Mumphery	HOU	  at  MIA	43	90	74.722222222222	7.8796894718535		
78	Devin Smith	NYJ	  at  NE	46	93	77.275362318841	7.5984057404341		
79	Marlon Brown	BAL	  at  ARI	56	100	79.061538461538	9.1296253576802		
80	Brandon Coleman	NO	  at  IND	55	110	73.302325581395	9.1563547223212		
81	Dexter McCluster	TEN	  vs.  ATL	49	58	53.5	4.5		
82	De'Anthony Thomas	KC	  vs.  PIT	51	99	79.692307692308	12.243583031278		
83	Taylor Gabriel	CLE	  at  STL	50	93	77.222222222222	9.5348613124111		
84	Philly Brown	CAR	  vs.  PHI	49	94	76.486486486486	8.6356320966839		
85	Jarius Wright	MIN	  at  DET	51	103	74.344262295082	7.3191535072267		
86	Brian Quick	LA	  	56	97	77.236111111111	8.8356805930958		
87	DeSean Jackson	WAS	  vs.  TB	52	64	58	6		
88	Darrius Heyward-Bey	PIT	  at  KC	54	108	77.532258064516	11.404183926532		
89	Dontrelle Inman	SD	  vs.  OAK	55	122	75.096774193548	11.261853507877		
90	Aaron Dobson	NE	  vs.  NYJ	56	111	83	16.79826830902		
91	Keshawn Martin	NE	  vs.  NYJ	53	87	76.837209302326	7.9706736681183		
92	Markus Wheaton	PIT	  at  KC	56	89	72.93023255814	7.393886062735		
93	Louis Murphy	TB	  at  WAS	57	96	76.045454545455	7.7428986393238		
94	Nelson Agholor	PHI	  at  CAR	60	73	65.5	5.6789083458003		
95	Brian Hartline	CLE	  at  STL	61	98	80	10.11219116989		
96	Miles Austin	FA		61	97	80.796610169492	7.8821395637396		
97	Jason Avant	FA		62	116	90.5	14.681134638907		
98	Seth Roberts	OAK	  at  SD	62	90	76.619047619048	8.4316647538634		
99	Andre Holmes	OAK	  at  SD	63	106	93.3	12.915494570476		
100	Quinton Patton	SF	  vs.  SEA	68	101	87.333333333333	8.3466560170326		
101	Ryan Grant	WAS	  vs.  TB	68	95	81.761904761905	7.6712497392771		
102	Harry Douglas	TEN	  vs.  ATL	68	87	77.5	9.5		
103	Denarius Moore	FA		69	103	86.125	11.218706476239		
104	Greg Jennings	FA		69	100	86.166666666667	8.7600735664085		
105	Chris Givens	PHI	  at  CAR	70	109	91.058823529412	11.953195921324		
106	Jaron Brown	ARI	  vs.  BAL	71	109	90.647058823529	9.6889335081809		
107	Jeremy Ross	NYJ	  at  NE	73	97	86.307692307692	7.5994394062944		
108	Chris Owusu	FA		74	94	81.5	6.3285069329187		
109	Ricardo Lockette	FA		77	110	98.555555555556	10.478667335869		
110	Jeremy Kerley	DET	  vs.  MIN	79	119	97.571428571429	12.624886340163		
111	Andre Roberts	WAS	  vs.  TB	82	111	97.222222222222	8.2432164404406		
112	Devin Street	DAL	  at  NYG	83	109	93.181818181818	6.6032799263036		
113	Marcus Easley	BUF	  at  JAC	86	115	101.125	10.982229964811		
114	Cordarrelle Patterson	MIN	  at  DET	87	112	99.5	12.5		
115	Lucky Whitehead	DAL	  at  NYG	88	120	105.33333333333	13.199326582149		
116	Bruce Ellington	SF	  vs.  SEA	90	117	108.16666666667	8.9333955221716		
117	Corey Fuller	DET	  vs.  MIN	90	116	105.33333333333	10.640593133008		
118	Chris Matthews	BAL	  at  ARI	90	114	105.14285714286	7.3178562713518		
119	Nick Williams	KC	  vs.  PIT	90	107	98.5	5.4313902456001		
120	Sammie Coates	PIT	  at  KC	91	119	105	14		
121	Brice Butler	DAL	  at  NYG	91	113	98.25	8.9826221116108		
122	Brenton Bersin	CAR	  vs.  PHI	95	120	106.85714285714	9.0621437298021		
123	Myles White	NYG	  vs.  DAL	96	117	106.5	10.5		
124	Joseph Morgan	FA		98	118	108	10		
125	Geremy Davis	NYG	  vs.  DAL	98	113	106.75	4.7103609203542		
126	Griff Whalen	MIA	  vs.  HOU	99	115	106.33333333333	5.8214163988577		
127	Rashad Ross	WAS	  vs.  TB	100	115	109.71428571429	4.6202747510846		
128	Adam Thielen	MIN	  at  DET	102	117	108	6.4807406984079		
129	Rico Richardson	FA		105	118	111.5	6.5		
130	Russell Shepard	TB	  at  WAS	113	117	115	2		
