 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
1	DeAndre Hopkins	HOU	  at  JAC	1	6	1.6544117647059	1.1592256319388		
2	A.J. Green	CIN	  at  BUF	1	14	4.0220588235294	2.4024096719406		
3	Julian Edelman	NE	  at  IND	1	15	4.3823529411765	2.4406448747911		
4	Larry Fitzgerald	ARI	  at  PIT	1	17	6.0073529411765	2.9167274256318		
5	Julio Jones	ATL	  at  NO	1	60	5.3984962406015	6.8077132830873		
6	Odell Beckham Jr.	NYG	  at  PHI	1	47	7.4117647058824	6.5388776112743		
7	Randall Cobb	GB	  vs.  SD	2	28	7.6397058823529	3.1358289881476		
8	Demaryius Thomas	DEN	  at  CLE	1	23	7.8235294117647	3.522787901943		
9	Brandon Marshall	NYJ	  vs.  WAS	2	22	8.8602941176471	3.4898440764883		
10	Emmanuel Sanders	DEN	  at  CLE	5	27	11.419117647059	3.2484275541244		
11	Keenan Allen	SD	  at  GB	2	28	13.522058823529	3.5727047583949		
12	Antonio Brown	PIT	  vs.  ARI	2	34	14.125	5.1755043800808		
13	Allen Robinson	JAC	  vs.  HOU	4	34	14.286764705882	3.9850974012661		
14	T.Y. Hilton	IND	  vs.  NE	3	29	14.397058823529	4.3526182312636		
15	Jeremy Maclin	KC	  at  MIN	3	25	14.654411764706	3.450018492002		
16	James Jones	FA		7	32	17.242647058824	3.9787973418104		
17	Jordan Matthews	PHI	  vs.  NYG	5	31	18.419117647059	4.3884124609402		
18	Allen Hurns	JAC	  vs.  HOU	9	41	21.617647058824	4.2061908566411		
19	Alshon Jeffery	CHI	  at  DET	8	61	21.440298507463	7.6015622844666		
20	Jarvis Landry	MIA	  at  TEN	11	36	22.860294117647	4.5522663943644		
21	Brandin Cooks	NO	  vs.  ATL	11	47	22.424242424242	5.4815409414457		
22	Donte Moncrief	IND	  vs.  NE	14	35	23.911764705882	4.0989069350601		
23	Willie Snead	NO	  vs.  ATL	7	41	22.603053435115	4.5895323803659		
24	Eric Decker	NYJ	  vs.  WAS	12	36	24.058823529412	4.7585290390957		
25	John Brown	ARI	  at  PIT	8	37	25.441176470588	4.5061472814145		
