 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
1	Antonio Brown	PIT	  at  BAL	1	3	1.0314960629921	0.21506299659445		
2	Allen Robinson	JAC	  at  NO	1	20	2.9370078740157	2.2369412168879		
3	DeAndre Hopkins	HOU	  at  TEN	2	16	3.2283464566929	2.0007438631549		
4	Brandon Marshall	NYJ	  vs.  NE	2	24	5.8267716535433	3.2021018889025		
5	Mike Evans	TB	  vs.  CHI	2	29	7.0314960629921	3.9682539603809		
6	Sammy Watkins	BUF	  vs.  DAL	3	21	8.2362204724409	3.5147757691348		
7	Julio Jones	ATL	  vs.  CAR	3	29	9.8818897637795	4.7265611897828		
8	Doug Baldwin	SEA	  vs.  STL	3	39	10.48031496063	5.9523705245414		
9	Jeremy Maclin	KC	  vs.  CLE	3	22	10.543307086614	3.0758288186188		
10	Eric Decker	NYJ	  vs.  NE	5	24	11.645669291339	3.6726860711536		
11	Demaryius Thomas	DEN	  vs.  CIN	3	24	12.055118110236	3.702110669773		
12	Brandin Cooks	NO	  vs.  JAC	3	26	12.857142857143	3.882631830598		
13	DeSean Jackson	WAS	  at  PHI	2	35	14.491803278689	4.9691604687894		
14	Jarvis Landry	MIA	  vs.  IND	5	37	17.173228346457	4.6905743787916		
15	Allen Hurns	JAC	  at  NO	6	43	18.40157480315	5.2260098184329		
16	Michael Floyd	ARI	  vs.  GB	8	43	18.677165354331	5.4177920507289		
17	A.J. Green	CIN	  at  DEN	5	45	20.842519685039	5.5007876269975		
18	John Brown	ARI	  vs.  GB	5	39	21.511811023622	5.232945515428		
19	Golden Tate	DET	  vs.  SF	4	37	21.732283464567	4.8170445719172		
20	Larry Fitzgerald	ARI	  vs.  GB	9	43	21.834645669291	5.5112823143499		
21	Amari Cooper	OAK	  vs.  SD	4	36	20.565573770492	5.1022137672314		
22	Kamar Aiken	BAL	  vs.  PIT	8	36	23.094488188976	4.8398494654571		
23	Emmanuel Sanders	DEN	  vs.  CIN	11	41	23.732283464567	4.3912024054144		
24	Ted Ginn	CAR	  at  ATL	8	39	26.433070866142	5.7720348779935		
25	Randall Cobb	GB	  at  ARI	16	45	26.889763779528	4.5975487245823		
26	T.Y. Hilton	IND	  at  MIA	15	55	27.291338582677	4.9883490021501		
27	Tyler Lockett	SEA	  vs.  STL	2	52	29.456692913386	6.130799880392		
28	Michael Crabtree	OAK	  vs.  SD	8	47	29.467741935484	5.3903071369057		
29	Willie Snead	NO	  vs.  JAC	11	42	30.539682539683	4.437664897273		
30	Rueben Randle	PHI	  vs.  WAS	15	50	31.309523809524	5.1323194510714		
31	Stefon Diggs	MIN	  vs.  NYG	17	53	32.142857142857	4.8774087019911		
32	Jordan Matthews	PHI	  vs.  WAS	18	52	32.83064516129	5.2251281419594		
33	Brandon LaFell	CIN	  at  DEN	14	60	37.626984126984	6.5182699610757		
34	Travis Benjamin	SD	  at  OAK	23	51	37.584	4.627196127246		
35	Markus Wheaton	PIT	  at  BAL	20	68	38.181102362205	6.4263450417653		
36	Dorial Green-Beckham	TEN	  vs.  HOU	22	61	38.269841269841	5.5882710197947		
37	Devante Parker	MIA	  vs.  IND	28	59	39.779527559055	4.6835503489647		
38	Anquan Boldin	FA		29	67	40.291338582677	5.1422447321536		
39	Donte Moncrief	IND	  at  MIA	20	66	41.07874015748	4.9859745005248		
40	Tavon Austin	LA	  	29	56	42.119047619048	4.8804877827664		
41	James Jones	FA		29	65	43.064	5.3929494713005		
42	Marvin Jones	DET	  vs.  SF	33	58	44.296	4.1819115246499		
43	Pierre Garcon	WAS	  at  PHI	21	59	44.508196721311	4.5525094892625		
44	Jermaine Kearse	FA		32	75	46.290598290598	5.783944516674		
45	Nate Washington	NE	  at  NYJ	28	66	47.791666666667	5.7906473923234		
46	Dontrelle Inman	SD	  at  OAK	35	87	48.859649122807	6.5706380274226		
47	Dwayne Harris	NYG	  at  MIN	36	79	50.612068965517	6.8352175654954		
48	Davante Adams	GB	  at  ARI	36	88	51.146551724138	6.8370873894856		
49	Terrance Williams	DAL	  at  BUF	31	73	52.067226890756	7.7997318338269		
50	Keshawn Martin	NE	  at  NYJ	28	69	51.736363636364	6.6778838138594		
51	Eddie Royal	CHI	  at  TB	29	75	52.86	9.1542558408644		
52	Devin Funchess	CAR	  at  ATL	37	82	54.627272727273	7.6738743218428		
53	Alshon Jeffery	CHI	  at  TB	5	142	24.9	29.859504349537		
54	Marques Colston	FA		39	142	53.973684210526	11.459279949146		
55	Albert Wilson	KC	  vs.  CLE	45	75	59.221052631579	5.9985593838388		
56	Dez Bryant	DAL	  at  BUF	23	142	43.333333333333	31.019706997685		
57	Philly Brown	CAR	  at  ATL	40	76	60.893617021277	7.1451040894498		
58	Danny Amendola	NE	  at  NYJ	25	142	46.9	33.634654747745		
59	Steve Johnson	SD	  at  OAK	20	142	64.52380952381	21.050096816018		
60	Cole Beasley	DAL	  at  BUF	35	86	66.137931034483	11.023665675028		
61	Chris Hogan	NE	  at  NYJ	39	85	61.593023255814	7.5949461577416		
62	J.J. Nelson	ARI	  vs.  GB	50	109	64.835294117647	12.70465135649		
63	Jeremy Butler	BAL	  vs.  PIT	41	123	60.869565217391	9.9998739752613		
64	Mike Wallace	BAL	  vs.  PIT	42	85	62.68	6.6646530292282		
65	Hakeem Nicks	FA		44	81	62.647058823529	7.8698320220551		
66	Kendall Wright	TEN	  vs.  HOU	42	80	62.127659574468	9.3867652898917		
67	Jared Abbrederis	GB	  at  ARI	42	98	64.9375	12.108719740336		
68	Torrey Smith	SF	  at  DET	46	79	63.164835164835	6.2445822430657		
69	Jamison Crowder	WAS	  at  PHI	51	95	64.071428571429	7.8924531247598		
70	Roddy White	FA		47	77	65.468085106383	5.8558974232012		
71	Brandon Coleman	NO	  vs.  JAC	46	100	71.490196078431	12.490580841797		
72	Rishard Matthews	TEN	  vs.  HOU	38	84	67.391304347826	11.396945168256		
73	Odell Beckham Jr.	NYG	  at  MIN	4	142	73	69		
74	Jaelen Strong	HOU	  at  TEN	44	108	74.013513513514	11.227973323468		
75	Javontee Herndon	SD	  at  OAK	48	112	70.013157894737	8.8488676365258		
76	Marc Mariani	CHI	  at  TB	51	95	69.586206896552	11.293932583408		
77	Andre Johnson	FA		47	90	72.139240506329	8.2073356771147		
78	Cecil Shorts	HOU	  at  TEN	38	142	67.285714285714	31.367473078763		
79	Kenny Britt	LA	  	52	79	67.964705882353	5.3323586191203		
80	Kenny Stills	MIA	  vs.  IND	54	99	69.080459770115	8.1285906524752		
81	Adam Humphries	TB	  vs.  CHI	47	92	76.584905660377	8.8305515164932		
82	Marqise Lee	JAC	  at  NO	52	96	74.222222222222	9.5134732269296		
83	Nelson Agholor	PHI	  vs.  WAS	53	100	72.117647058824	8.9276988204337		
84	Josh Bellamy	CHI	  at  TB	48	131	76.387096774194	15.359514061859		
85	Seth Roberts	OAK	  vs.  SD	54	103	74.597014925373	8.6577714231032		
86	Julian Edelman	NE	  at  NYJ	55	142	70.111111111111	25.834707251398		
87	Justin Hardy	ATL	  vs.  CAR	52	92	78.254545454545	7.6615170152657		
88	Brice Butler	DAL	  at  BUF	49	105	87.555555555556	18.397530698506		
89	Chris Givens	PHI	  vs.  WAS	55	90	76.222222222222	7.581450722766		
90	Lance Moore	FA		57	101	76.98	9.6777890036929		
91	Quinton Patton	SF	  at  DET	55	89	78.660377358491	6.5125231936759		
92	Josh Huff	PHI	  vs.  WAS	59	97	80.966666666667	10.248522928804		
93	Jeff Janis	GB	  at  ARI	56	131	86.586206896552	18.085080994507		
94	Devin Street	DAL	  at  BUF	57	117	88	18.920887928425		
95	Robert Woods	BUF	  vs.  DAL	57	83	72.5	7.0533679898329		
96	Myles White	NYG	  at  MIN	58	140	97.777777777778	20.525202815497		
97	Quincy Enunwa	NYJ	  vs.  NE	58	130	84	13.333333333333		
98	Donteea Dye	TB	  vs.  CHI	58	101	87.75	9.9718353375896		
99	Cody Latimer	DEN	  vs.  CIN	59	134	92.166666666667	25.26800787997		
100	Harry Douglas	TEN	  vs.  HOU	60	102	78.94	8.3484369794591		
101	Leonard Hankerson	BUF	  vs.  DAL	60	142	96	34.215006454284		
102	Mohamed Sanu	ATL	  vs.  CAR	60	95	80.375	8.8826258317384		
103	Taylor Gabriel	CLE	  at  KC	61	100	82	10.376254944182		
104	Jerricho Cotchery	FA		61	95	73.228571428571	6.8163069778529		
105	Phillip Dorsett	IND	  at  MIA	62	107	84.941176470588	15.356434130492		
106	Jarius Wright	MIN	  vs.  NYG	63	86	76.954545454545	6.3709373702154		
107	Brian Quick	LA	  	66	138	93.5	19.576771950452		
108	Kenbrell Thompkins	NYJ	  vs.  NE	66	132	94	17.211914478059		
109	Riley Cooper	FA		66	92	81.730769230769	7.2777727589807		
110	Lucky Whitehead	DAL	  at  BUF	67	126	99	17.003267659809		
111	Andre Holmes	OAK	  vs.  SD	67	120	94.421052631579	11.996998701314		
112	Wes Welker	FA		69	119	96.769230769231	13.912660787122		
113	Keith Mumphery	HOU	  at  TEN	70	120	85.636363636364	13.917109987825		
114	Jaron Brown	ARI	  vs.  GB	72	128	102.3	21.27463278179		
115	Rashad Greene	JAC	  at  NO	72	107	92	9.7979589711327		
116	Jeremy Kerley	DET	  vs.  SF	73	129	93.4	19.095549219648		
117	Matt Slater	NE	  at  NYJ	76	142	110	26.981475126464		
118	Marcus Easley	BUF	  vs.  DAL	76	126	94.545454545455	13.620596945693		
119	Greg Jennings	FA		78	121	100.4	16.131955864061		
120	Chris Conley	KC	  vs.  CLE	81	125	102.33333333333	14.757295747452		
121	Chris Harper	NE	  at  NYJ	81	108	96.333333333333	11.323525167642		
122	Nick Williams	KC	  vs.  CLE	82	108	99	12.027745701779		
123	Dwayne Bowe	FA		83	134	98.8	11.582745788456		
124	Terrelle Pryor	CLE	  at  KC	84	142	101	21.808255317654		
125	Cordarrelle Patterson	MIN	  vs.  NYG	85	135	110	25		
126	Ryan Grant	WAS	  at  PHI	85	130	107.71428571429	14.752377878201		
127	Jordan Norwood	FA		87	133	114.33333333333	14.693157893689		
128	Daniel Brown	BAL	  vs.  PIT	87	125	98.5	12.352462642459		
129	TJ Jones	DET	  vs.  SF	87	124	106.6	9.4783964888582		
130	Nick Williams	ATL	  vs.  CAR	89	117	99.833333333333	8.5326171574468		
131	Bennie Fowler	DEN	  vs.  CIN	90	118	109	9.1772665986241		
132	Charles Johnson	MIN	  vs.  NYG	91	129	104.66666666667	17.249798710581		
133	Marlon Moore	CLE	  at  KC	92	108	97.454545454545	5.6304954789826		
134	Griff Whalen	MIA	  vs.  IND	95	125	110	15		
135	Jason Avant	FA		96	117	108.75	5.9947894041409		
136	Andre Caldwell	FA		97	131	115	12.754084313139		
137	Bryan Walters	FA		99	110	104.5	5.5		
138	Jerome Simpson	SF	  at  DET	102	142	121.66666666667	16.33673433979		
139	Chris Matthews	BAL	  vs.  PIT	102	135	109.16666666667	11.653564070942		
140	Darius Jennings	CLE	  at  KC	103	117	110	7		
141	Bradley Marquez	LA	  	106	135	116.66666666667	13.02134998975		
142	Andrew Turzilli	TEN	  vs.  HOU	107	142	124.5	17.5		
143	Bruce Ellington	SF	  at  DET	107	137	116.75	9.404121436902		
144	Greg Salas	BUF	  vs.  DAL	108	121	114.5	6.5		
145	Russell Shepard	TB	  vs.  CHI	109	132	122	9.1378334412485		
146	Kevin Norwood	CAR	  at  ATL	110	142	126	16		
147	Deonte Thompson	CHI	  at  TB	111	120	113.25	3.89711431703		
148	Tre McBride	TEN	  vs.  HOU	112	121	116.5	4.5		
149	Kevin Smith	SEA	  vs.  STL	114	123	119.66666666667	4.0276819911982		
150	Eric Weems	ATL	  vs.  CAR	115	134	124.5	9.5		
151	Rashad Ross	WAS	  at  PHI	115	133	124	9		
152	Adam Thielen	MIN	  vs.  NYG	116	127	119.66666666667	5.1854497287013		
153	Dezmin Lewis	BUF	  vs.  DAL	119	128	123.5	4.5		
154	T.J. Graham	PHI	  vs.  WAS	123	142	132.5	9.5		
155	Darrius Heyward-Bey	PIT	  at  BAL	126	133	130.33333333333	3.0912061651652		
156	Tyrell Williams	SD	  at  OAK	135	141	138	3		
