 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
35	Chris Johnson	ARI	  vs.  SF	20	58	36.167883211679	5.9124628275441		
36	Shane Vereen	NYG	  vs.  WAS	19	54	35.671755725191	5.3323766210649		
37	Darren Sproles	PHI	  at  NYJ	7	53	36.417910447761	6.7252015532829		
38	Ronnie Hillman	DEN	  at  DET	15	51	38.611940298507	5.2446283077057		
39	Tre Mason	LA	  	20	66	39.473684210526	5.8599942869541		
40	Todd Gurley	LA	  	22	67	39.78125	8.0145741270201		
41	C.J. Spiller	NO	  at  CAR	29	67	41.661654135338	6.083241144961		
42	Duke Johnson	CLE	  vs.  OAK	19	59	41.676691729323	5.1788303498172		
43	Bilal Powell	NYJ	  vs.  PHI	11	73	42.354330708661	9.1595890626241		
44	DeMarco Murray	TEN	  vs.  IND	9	42	18.885714285714	6.8191806318498		
45	Chris Polk	FA		21	65	45.269565217391	8.0057824092887		
46	Lance Dunbar	DAL	  vs.  ATL	22	62	46.266129032258	7.0837260914147		
47	Karlos Williams	BUF	  at  MIA	34	60	46.6	5.0193471840316		
48	Joique Bell	FA		34	64	46.564516129032	4.2620643481539		
49	Fred Jackson	FA		24	69	50.247787610619	7.8970488197228		
50	Darren McFadden	DAL	  vs.  ATL	34	61	48.916666666667	4.4339285314743		
51	DeAngelo Williams	PIT	  at  STL	22	68	49.504347826087	6.4933061359118		
52	Alfred Blue	HOU	  vs.  TB	25	70	51.632478632479	6.9042267378638		
53	Lorenzo Taliaferro	BAL	  vs.  CIN	19	67	50.858490566038	6.3638701278882		
54	Dexter McCluster	TEN	  vs.  IND	34	66	53.076086956522	6.2575757489069		
55	Benny Cunningham	LA	  	33	69	53.25	6.2845200538858		
56	Damien Williams	MIA	  vs.  BUF	35	75	56.255319148936	6.4063402275332		
57	Josh Robinson	IND	  at  TEN	37	76	56.197802197802	6.9063114632058		
58	Charles Sims	TB	  at  HOU	37	66	55.549019607843	4.9440545617357		
59	Theo Riddick	DET	  vs.  DEN	36	71	58.776470588235	6.0514975698062		
60	Khiry Robinson	NYJ	  vs.  PHI	42	78	58.989898989899	5.9670728649528		
61	Andre Williams	NYG	  vs.  WAS	37	72	59.309278350515	5.9036260476211		
62	Arian Foster	FA		36	51	43	5.4313902456001		
63	Knile Davis	KC	  at  GB	43	65	56.732673267327	4.622140195013		
64	Thomas Rawls	SEA	  vs.  CHI	28	93	66.9	13.508885964431		
65	John Kuhn	FA		34	97	72.045454545455	13.367114575185		
66	Terrance West	BAL	  vs.  CIN	47	71	60.786666666667	6.1020069558211		
67	Rex Burkhead	CIN	  at  BAL	36	100	73.7	14.068048905232		
68	Terron Ward	ATL	  at  DAL	42	71	62.59375	5.8382326895645		
69	Jonathan Grimes	HOU	  vs.  TB	47	76	61.423076923077	5.7323178083234		
70	Zac Stacy	NYJ	  vs.  PHI	45	94	67.230769230769	12.855132744154		
71	Javorius Allen	BAL	  vs.  CIN	48	91	66.302631578947	6.7258725453167		
72	Cameron Artis-Payne	CAR	  vs.  NO	50	112	70.125	12.610552789893		
73	Mike Tolbert	CAR	  vs.  NO	50	74	64.257142857143	5.9346096616993		
74	Anthony Dixon	FA		51	93	71.25	8.8731592201118		
75	Marcel Reece	OAK	  at  CLE	52	78	68.434782608696	4.6281378258809		
76	Christine Michael	SEA	  vs.  CHI	52	75	63.5	11.5		
77	Jerick McKinnon	MIN	  vs.  SD	52	75	66.432098765432	4.7295714618206		
78	Jeremy Langford	CHI	  at  SEA	54	85	68	6.0802711263312		
79	Denard Robinson	JAC	  at  NE	54	75	66.666666666667	6.3025568003963		
80	Alonzo Harris	FA		57	116	89	19.778776504122		
81	Branden Oliver	SD	  at  MIN	57	97	77.470588235294	9.8585146659466		
82	Jarryd Hayne	SF	  at  ARI	57	91	71.909090909091	7.8561446183521		
83	Roy Helu	OAK	  at  CLE	58	104	73.928571428571	10.996520785583		
84	Mike Davis	SF	  at  ARI	58	76	67.666666666667	4.152643067306		
85	Andre Ellington	ARI	  vs.  SF	58	73	63.285714285714	4.8022103754205		
86	Jonas Gray	JAC	  at  NE	59	109	73.333333333333	9.7752521990768		
87	Antonio Andrews	TEN	  vs.  IND	59	95	71.166666666667	11.422443793787		
88	Bernard Pierce	FA		59	84	72.625	7.3218423228037		
89	James White	NE	  vs.  JAC	60	111	74.5	21.266170318137		
90	Dri Archer	NYJ	  vs.  PHI	61	110	75.888888888889	13.755358103052		
91	Tevin Coleman	ATL	  at  DAL	61	64	62	1.4142135623731		
92	Taiwan Jones	OAK	  at  CLE	63	83	69.631578947368	4.7151550325105		
93	Toby Gerhart	FA		64	87	72.846153846154	5.0815829430504		
94	Reggie Bush	FA		64	74	69	4.1231056256177		
95	Fozzy Whittaker	CAR	  vs.  NO	66	88	76.545454545455	6.9591488032744		
96	Jacquizz Rodgers	CHI	  at  SEA	68	82	74.130434782609	3.3790189961262		
97	Matt Asiata	MIN	  vs.  SD	68	81	74.333333333333	3.5339622081863		
98	Patrick DiMarco	ATL	  at  DAL	70	93	81.444444444444	7.2894308741585		
99	Brandon Bolden	NE	  vs.  JAC	70	89	78.5625	6.7450792248868		
100	Darrel Young	FA		71	96	84.142857142857	7.2195878677104		
101	Zach Zenner	DET	  vs.  DEN	72	113	92.25	11.659223816361		
102	Bruce Miller	SF	  at  ARI	72	93	86.625	6.2437468718711		
103	Kyle Juszczyk	BAL	  vs.  CIN	73	94	80	5.6745043836444		
104	Kenjon Barner	PHI	  at  NYJ	73	87	78	6.3770421565697		
105	Travaris Cadet	NO	  at  CAR	75	96	85.5	10.5		
106	Bobby Rainey	NYG	  vs.  WAS	75	83	79.230769230769	2.5162195744302		
107	Tyler Varga	IND	  at  TEN	77	100	86.125	7.0964339636186		
108	Will Johnson	NYG	  vs.  WAS	78	104	93.2	9.8264947972306		
109	Chris Thompson	WAS	  at  NYG	78	96	83.222222222222	5.2020888492087		
110	Juwan Thompson	DEN	  at  DET	80	107	94.333333333333	11.085526098877		
111	Tommy Bohanon	NYJ	  vs.  PHI	80	100	92	6.2564252687023		
112	Shaun Draughn	SF	  at  ARI	83	114	94.142857142857	9.5682297426516		
113	Anthony Sherman	KC	  at  GB	84	97	89.666666666667	4.4596960534199		
114	Isaiah Pead	MIA	  vs.  BUF	84	90	87	2.4494897427832		
115	Derrick Coleman	SEA	  vs.  CHI	88	101	94.333333333333	4.1499665326629		
116	Austin Johnson	NO	  at  CAR	90	99	92.8	3.4292856398964		
117	Stepfan Taylor	ARI	  vs.  SF	92	115	99	8.173126696681		
118	Jerome Felton	BUF	  at  MIA	92	105	98.5	6.5		
119	Jalston Fowler	TEN	  vs.  IND	93	99	96	3		
120	Michael Burton	DET	  vs.  DEN	98	106	102	4		
121	Jay Prosch	HOU	  vs.  TB	98	100	99	1		
