 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
1	Adrian Peterson	MIN	  vs.  SD	1	5	1.8905109489051	0.98661725483814		
2	Le'Veon Bell	PIT	  at  STL	1	10	2.4338235294118	1.1421226747387		
3	Jamaal Charles	KC	  at  GB	1	7	2.9197080291971	1.0810807930846		
4	Matt Forte	NYJ	  vs.  PHI	4	25	7.2408759124088	3.5546321120132		
5	Latavius Murray	OAK	  at  CLE	3	28	7.5401459854015	4.0831049415965		
6	LeSean McCoy	BUF	  at  MIA	2	24	8.8029197080292	3.5552765680471		
7	Justin Forsett	BAL	  vs.  CIN	4	22	9.6788321167883	3.8473316311236		
8	Jeremy Hill	CIN	  at  BAL	2	35	10.664233576642	4.8333956452674		
9	Jonathan Stewart	CAR	  vs.  NO	5	26	11.408759124088	4.2125199984806		
10	Carlos Hyde	SF	  at  ARI	5	27	12.540145985401	3.7436361545322		
11	C.J. Anderson	DEN	  at  DET	4	50	13.452554744526	6.0084743110271		
12	Mark Ingram	NO	  at  CAR	4	38	14.262773722628	5.8237746720276		
13	Frank Gore	IND	  at  TEN	5	31	15.970802919708	5.6670923630792		
14	Eddie Lacy	GB	  vs.  KC	3	52	16.159090909091	8.888049131017		
15	Joseph Randle	FA		6	46	17.788321167883	5.3319456699012		
16	Chris Ivory	JAC	  at  NE	3	47	18.605839416058	6.918037002952		
17	Melvin Gordon	SD	  at  MIN	5	38	19.595588235294	5.499169290836		
18	T.J. Yeldon	JAC	  at  NE	9	36	20.036496350365	5.3633097406428		
19	Dion Lewis	NE	  vs.  JAC	7	60	20.262773722628	7.2848909464784		
20	Isaiah Crowell	CLE	  vs.  OAK	7	46	21.220588235294	6.4256965478123		
21	Lamar Miller	HOU	  vs.  TB	12	48	22.065693430657	6.0679899383088		
22	Alfred Morris	DAL	  vs.  ATL	8	37	22.174242424242	5.6975489309016		
23	Devonta Freeman	ATL	  at  DAL	8	48	23.386861313869	6.914755380595		
24	Danny Woodhead	SD	  at  MIN	8	44	24.824817518248	6.4648378646595		
25	Doug Martin	TB	  at  HOU	11	40	26.686131386861	5.0641891790426		
26	Matt Jones	WAS	  at  NYG	8	54	26.786259541985	6.8673446023071		
27	Ameer Abdullah	DET	  vs.  DEN	13	43	28.029197080292	4.7690327193203		
28	Giovani Bernard	CIN	  at  BAL	16	46	28.554744525547	4.7398292310074		
29	LeGarrette Blount	NE	  vs.  JAC	10	50	29.759124087591	7.7181420057614		
30	David Johnson	ARI	  vs.  SF	16	44	32.401459854015	4.9264071005065		
31	Ryan Mathews	PHI	  at  NYJ	14	54	33.503703703704	10.16812308262		
32	Bishop Sankey	TEN	  vs.  IND	16	50	34.080882352941	5.5876112267635		
33	Rashad Jennings	NYG	  vs.  WAS	21	60	34.862595419847	4.8689126939233		
34	James Starks	GB	  vs.  KC	7	61	35.389312977099	10.174487266249		
