 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
1	Eddie Lacy	GB	  at  CHI	1	5	1.5142857142857	0.7790627545392		
2	Adrian Peterson	MIN	  at  SF	1	13	2.5285714285714	1.9872553115967		
3	Jeremy Hill	CIN	  at  OAK	1	11	3.8214285714286	1.9503401063948		
4	Jamaal Charles	KC	  at  HOU	1	20	4.9428571428571	2.4429824529264		
5	DeMarco Murray	TEN	  at  TB	1	19	5.4214285714286	2.4350648484848		
6	Matt Forte	NYJ	  vs.  CLE	1	17	7.3	2.5709920264365		
7	C.J. Anderson	DEN	  vs.  BAL	1	16	7.3	2.2126261061721		
8	Lamar Miller	HOU	  vs.  KC	3	20	9.3214285714286	2.9063178892663		
9	Justin Forsett	BAL	  at  DEN	5	20	10.685714285714	2.5581402683694		
10	Jonathan Stewart	CAR	  at  JAC	7	24	12.392857142857	2.761201675698		
11	LeSean McCoy	BUF	  vs.  IND	1	30	12.421428571429	4.3753658739141		
12	Mark Ingram	NO	  at  ARI	7	23	14.371428571429	3.0550727303544		
13	Andre Ellington	ARI	  vs.  NO	4	27	14.592857142857	3.7983011777286		
14	Frank Gore	IND	  at  BUF	7	32	15.728571428571	3.5573723391267		
15	Chris Ivory	JAC	  vs.  CAR	5	29	16.128571428571	3.9439698222963		
16	Latavius Murray	OAK	  vs.  CIN	5	25	16.142857142857	2.9485382057929		
17	Doug Martin	TB	  vs.  TEN	3	27	16.407142857143	3.8001812523905		
18	Carlos Hyde	SF	  vs.  MIN	7	40	19.542857142857	4.2060694725793		
19	Alfred Morris	DAL	  vs.  NYG	10	37	20.364285714286	3.9446359858958		
20	T.J. Yeldon	JAC	  vs.  CAR	12	44	23.792857142857	4.3858480668288		
21	Joseph Randle	FA		10	39	24.164285714286	4.7698618043559		
22	Melvin Gordon	SD	  vs.  DET	13	61	24.8	5.3960302869001		
23	Ameer Abdullah	DET	  at  SD	11	46	25.707142857143	5.439927032824		
24	Rashad Jennings	NYG	  at  DAL	14	37	25.778571428571	4.2309537208241		
25	Tevin Coleman	ATL	  vs.  PHI	15	48	26.978571428571	5.1885421254679		
26	Isaiah Crowell	CLE	  at  NYJ	19	39	27.407142857143	4.3307809071005		
27	DeAngelo Williams	PIT	  at  NE	12	59	27.377777777778	7.4165647100774		
28	Alfred Blue	HOU	  vs.  KC	15	44	28.542857142857	4.9358331596187		
29	Giovani Bernard	CIN	  at  OAK	14	42	29.460431654676	4.9081728743753		
30	Joique Bell	FA		15	55	30.237410071942	4.7824359913853		
31	Danny Woodhead	SD	  vs.  DET	14	59	33.094202898551	5.9061349596611		
32	Shane Vereen	NYG	  at  DAL	21	46	33.521428571429	4.2686027441957		
33	Bishop Sankey	TEN	  at  TB	21	49	33.726618705036	4.4589345364042		
34	Darren McFadden	DAL	  vs.  NYG	16	48	33.833333333333	5.3792183761365		
35	Ryan Mathews	PHI	  at  ATL	16	47	34.178571428571	5.0965924991155		
36	Benny Cunningham	LA	  	14	95	37.625	9.9128092266878		
37	Devonta Freeman	ATL	  vs.  PHI	23	56	38.43795620438	5.9791136636178		
38	Duke Johnson	CLE	  at  NYJ	24	93	40.4	6.8585712797929		
39	Dion Lewis	NE	  vs.  PIT	25	64	39.733870967742	6.5796716152097		
40	Reggie Bush	FA		32	64	41.671641791045	4.4466591843245		
41	Darren Sproles	PHI	  at  ATL	22	59	43.106060606061	4.9897737480704		
42	Matt Jones	WAS	  vs.  MIA	33	69	44.522727272727	4.4406283835479		
43	Brandon Bolden	NE	  vs.  PIT	21	96	44.678899082569	10.178120745366		
44	David Johnson	ARI	  vs.  NO	30	74	45.748031496063	7.1935759879959		
45	Tre Mason	LA	  	24	77	38.333333333333	8.2923994651059		
46	Charles Sims	TB	  vs.  TEN	36	72	48.289473684211	5.8320404846177		
47	Denard Robinson	JAC	  vs.  CAR	36	85	48.7	6.5898912484704		
48	Andre Williams	NYG	  at  DAL	30	89	50.608333333333	8.6701555477524		
49	Ronnie Hillman	DEN	  vs.  BAL	31	86	49.762295081967	6.9199797198231		
50	Khiry Robinson	NYJ	  vs.  CLE	30	94	50.646464646465	9.2739595580913		
51	Knile Davis	KC	  at  HOU	39	63	49.071428571429	4.4875110141414		
52	Roy Helu	OAK	  vs.  CIN	31	75	51.137931034483	7.1328484319986		
53	James White	NE	  vs.  PIT	21	72	50.989690721649	8.2593213137727		
54	Fred Jackson	FA		23	74	54.02	7.3538833278751		
55	Chris Polk	FA		39	92	53.643564356436	8.1235315911976		
56	Chris Johnson	ARI	  vs.  NO	33	85	58.436170212766	8.6572543810284		
57	Dri Archer	NYJ	  vs.  CLE	34	90	57.158536585366	8.2098535565132		
58	Karlos Williams	BUF	  vs.  IND	36	103	56.848837209302	9.3777537870099		
59	James Starks	GB	  at  CHI	35	75	56.677083333333	6.1143526361932		
60	Bilal Powell	NYJ	  vs.  CLE	38	90	61.583333333333	8.6192038265245		
61	Terrance West	BAL	  at  DEN	37	91	62.95652173913	8.7798101438796		
62	Damien Williams	MIA	  at  WAS	38	71	58.186046511628	5.5730072628093		
63	Josh Robinson	IND	  at  BUF	35	105	61.857142857143	8.7915459475807		
64	Lance Dunbar	DAL	  vs.  NYG	41	102	59.448979591837	7.9861135205336		
65	Javorius Allen	BAL	  at  DEN	44	79	61.443181818182	7.8550185963345		
66	Anthony Dixon	FA		40	86	65.632352941176	8.8681591891916		
67	C.J. Spiller	NO	  at  ARI	35	49	40.666666666667	6.0184900284226		
68	Jonathan Grimes	HOU	  vs.  KC	39	78	62.20987654321	6.0649082705707		
69	Jerick McKinnon	MIN	  at  SF	37	85	63.738095238095	7.2178994563764		
70	Cameron Artis-Payne	CAR	  at  JAC	42	82	63.044444444444	7.2555130167206		
71	Antonio Andrews	TEN	  at  TB	37	107	72.884615384615	11.923883347418		
72	Branden Oliver	SD	  vs.  DET	45	82	66.704225352113	8.3723124612747		
73	Zac Stacy	NYJ	  vs.  CLE	39	90	68.75	8.5776680332646		
74	Christine Michael	SEA	  at  STL	48	95	69.196721311475	10.763964886132		
75	Mike Tolbert	CAR	  at  JAC	41	77	64.75	7.984918820591		
76	Terron Ward	ATL	  vs.  PHI	42	94	73.222222222222	9.0567483876955		
77	Antone Smith	FA		48	75	67.071428571429	8.276164447326		
78	Isaiah Pead	MIA	  at  WAS	48	83	67.833333333333	10.32661071644		
79	Dexter McCluster	TEN	  at  TB	50	75	66.015625	6.5989871085929		
80	Fozzy Whittaker	CAR	  at  JAC	51	103	78.363636363636	14.188809465547		
81	Lorenzo Taliaferro	BAL	  at  DEN	52	84	72.4	11.876026271443		
82	Jacquizz Rodgers	CHI	  vs.  GB	53	102	74.090909090909	10.64257782729		
83	Theo Riddick	DET	  at  SD	53	82	67.078947368421	6.8571191547539		
84	Jeremy Langford	CHI	  vs.  GB	55	89	74.074074074074	8.1600922558598		
85	Zach Zenner	DET	  at  SD	56	115	81.235294117647	17.120779984172		
86	Marcel Reece	OAK	  vs.  CIN	56	95	73.75	8.377798040058		
87	Bryce Brown	FA		56	86	72.357142857143	8.3717820500702		
88	Toby Gerhart	FA		58	84	70.882352941176	6.9102000732181		
89	Chase Reynolds	LA	  	59	106	90.333333333333	15.954797258366		
90	Bobby Rainey	NYG	  at  DAL	59	89	76.611111111111	7.6021845463356		
91	Matt Asiata	MIN	  at  SF	60	94	78.705882352941	9.4356315034295		
92	Juwan Thompson	DEN	  vs.  BAL	60	90	73.055555555556	6.1866542943682		
93	Marcus Murphy	NO	  at  ARI	60	80	69.333333333333	6.5234619302603		
94	Travaris Cadet	NO	  at  ARI	61	86	73.333333333333	7.4311656032027		
95	Chris Thompson	WAS	  vs.  MIA	63	108	89.8	12.679116688476		
96	De'Anthony Thomas	KC	  at  HOU	63	91	73.25	10.871407452579		
