 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
66	Jermaine Kearse	FA		39	75	61.888888888889	7.0639058198775		
67	Kenny Stills	MIA	  vs.  DAL	50	81	62.094339622642	5.6427082716878		
68	Nelson Agholor	PHI	  vs.  TB	37	85	62.636363636364	7.0201075496877		
69	Keshawn Martin	NE	  vs.  BUF	39	103	66.10447761194	10.557778950561		
70	Aaron Dobson	NE	  vs.  BUF	48	91	69.316455696203	8.5677409453289		
71	De'Anthony Thomas	KC	  at  SD	32	95	70.698412698413	10.122479965655		
72	Mohamed Sanu	ATL	  vs.  IND	47	78	65.913978494624	5.4608202030336		
73	Jerricho Cotchery	FA		45	89	71.690476190476	10.566091531377		
74	Andre Caldwell	FA		41	99	72	14.200938936094		
75	Bennie Fowler	DEN	  at  CHI	41	103	70.555555555556	17.036634455791		
76	Marqise Lee	JAC	  vs.  TEN	46	102	72.636363636364	8.5309354413295		
77	Andre Holmes	OAK	  at  DET	49	95	72.19512195122	8.7991671229895		
78	Javontee Herndon	SD	  vs.  KC	46	85	75.018518518519	8.3543972470052		
79	Griff Whalen	MIA	  vs.  DAL	47	90	72.6	8.4047605557803		
80	Adam Humphries	TB	  at  PHI	50	96	80.145454545455	7.371735164725		
81	Bryan Walters	FA		54	106	79.142857142857	10.197038385567		
82	Riley Cooper	FA		46	103	75.36231884058	8.5091102320877		
83	Jordan Norwood	FA		52	112	81.785714285714	15.64872688308		
84	Chris Harper	NE	  vs.  BUF	48	96	72	24		
85	Chris Hogan	NE	  vs.  BUF	53	88	72.620253164557	6.9524675475114		
86	Paul Richardson	SEA	  vs.  SF	49	103	79.181818181818	12.371655153603		
87	Josh Bellamy	CHI	  vs.  DEN	50	100	75.75	12.227871169314		
88	Josh Huff	PHI	  vs.  TB	56	92	76.852941176471	7.8801028395095		
89	Philly Brown	CAR	  vs.  WAS	57	120	68.68	15.356353733878		
90	Kendall Wright	TEN	  at  JAC	53	120	79.666666666667	29.009576962713		
91	Quinton Patton	SF	  at  SEA	54	110	81.404761904762	9.0975128045541		
92	Albert Wilson	KC	  at  SD	57	86	75.808219178082	6.6428611063297		
93	Rashad Greene	JAC	  vs.  TEN	57	105	86.181818181818	11.945468382447		
94	Jerome Simpson	SF	  at  SEA	58	115	83.853658536585	7.5919115354074		
95	Marlon Brown	BAL	  vs.  STL	58	100	75.983870967742	7.8339458509907		
96	Devante Parker	MIA	  vs.  DAL	59	106	84.142857142857	14.176727120063		
97	Marc Mariani	CHI	  vs.  DEN	59	104	83	12.283118496538		
98	Devin Street	DAL	  at  MIA	61	117	90	22.905603390146		
99	Charles Johnson	MIN	  vs.  GB	61	99	79.527272727273	9.0370038185523		
100	Jeremy Kerley	DET	  vs.  OAK	61	95	76.264705882353	8.6136308649837		
101	Miles Austin	FA		62	93	77.094339622642	5.9312544441191		
102	Seth Roberts	OAK	  at  DET	64	108	74.684210526316	9.2909272755678		
103	Kenbrell Thompkins	NYJ	  at  HOU	66	120	86.071428571429	12.314128272113		
104	Greg Jennings	FA		66	102	87.52380952381	10.54071041077		
105	Donteea Dye	TB	  at  PHI	68	120	92	14.501231474799		
106	Jeff Janis	GB	  at  MIN	68	115	85.863636363636	15.434010421337		
107	Keith Mumphery	HOU	  vs.  NYJ	68	105	87.4	11.943198901467		
108	Justin Hardy	ATL	  vs.  IND	70	116	88.142857142857	12.211570291309		
109	Rico Richardson	FA		73	119	87.818181818182	13.141317090613		
110	Cameron Meredith	CHI	  vs.  DEN	74	102	85.285714285714	10.713333291002		
111	Jarius Wright	MIN	  vs.  GB	75	97	83	5.7996865119042		
112	Chris Conley	KC	  at  SD	76	112	90.388888888889	8.4861906706582		
113	Ty Montgomery	GB	  at  MIN	77	120	88.333333333333	11.747340124471		
114	J.J. Nelson	ARI	  vs.  CIN	77	107	96.857142857143	8.8870462942833		
115	Tre McBride	TEN	  at  JAC	80	111	96.2	10.067770358923		
116	Ryan Grant	WAS	  at  CAR	81	120	102.42857142857	13.22181252819		
117	Eddie Royal	CHI	  vs.  DEN	82	120	90.6	14.732277488562		
118	Lucky Whitehead	DAL	  at  MIA	82	114	101.6	11.217842929904		
119	Tyrell Williams	SD	  vs.  KC	82	108	97	10.97724920005		
120	Devin Smith	NYJ	  at  HOU	82	106	92.888888888889	8.0338788811223		
121	Phillip Dorsett	IND	  at  ATL	83	120	96	16.990193249833		
122	Jason Avant	FA		83	110	102.57142857143	8.8132553229641		
123	Quincy Enunwa	NYJ	  at  HOU	83	95	86.75	4.8153400710646		
124	Cordarrelle Patterson	MIN	  vs.  GB	84	119	95.428571428571	13.947423139953		
125	Jaelen Strong	HOU	  vs.  NYJ	84	90	87	2		
126	Rod Streater	KC	  at  SD	86	120	97.666666666667	15.79732748143		
127	Stedman Bailey	LA	  	87	120	103.5	16.5		
128	Jeremy Ross	NYJ	  at  HOU	89	120	99.666666666667	14.383632673594		
129	Jeremy Butler	BAL	  vs.  STL	90	106	98	5.8022983951764		
130	Bruce Ellington	SF	  at  SEA	93	114	103.875	7.0078081452049		
131	Marcus Easley	BUF	  at  NE	95	116	105.5	10.5		
132	Brenton Bersin	CAR	  vs.  WAS	98	112	106.33333333333	6.0184900284226		
133	Matt Slater	NE	  vs.  BUF	99	119	109.75	8.8705974996051		
134	Corey Fuller	DET	  vs.  OAK	102	114	108.25	4.264680527308		
135	Jared Abbrederis	GB	  at  MIN	104	120	112	8		
136	Russell Shepard	TB	  at  PHI	104	116	111	5.0990195135928		
137	Andre Roberts	WAS	  at  CAR	105	111	107.5	2.5980762113533		
138	Bradley Marquez	LA	  	118	121	119.5	1.5		
