 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
1	DeAndre Hopkins	HOU	  vs.  NO	1	4	1.1550387596899	0.48941687186557		
2	Julio Jones	ATL	  vs.  MIN	1	9	2.6124031007752	1.0366170195698		
3	Odell Beckham Jr.	NYG	  at  WAS	1	19	2.8828125	1.8692457275179		
4	Antonio Brown	PIT	  at  SEA	1	14	4.4496124031008	1.604070598642		
5	Larry Fitzgerald	ARI	  at  SF	3	14	5.8217054263566	2.0286689889469		
6	Allen Robinson	JAC	  vs.  SD	3	15	6.9457364341085	1.8439512576558		
7	Mike Evans	TB	  at  IND	4	40	8.8992248062016	3.9627039575129		
8	Demaryius Thomas	DEN	  vs.  NE	3	36	10.511627906977	3.7252881457041		
9	Brandon Marshall	NYJ	  vs.  MIA	6	28	10.713178294574	3.0223811097977		
10	A.J. Green	CIN	  vs.  STL	6	26	12.736434108527	3.8630015639225		
11	Dez Bryant	DAL	  vs.  CAR	4	60	12.373015873016	7.0595360778644		
12	Eric Decker	NYJ	  vs.  MIA	6	36	14.085271317829	3.7499994992288		
13	Amari Cooper	OAK	  at  TEN	2	25	15.038759689922	3.4131598962156		
14	Brandin Cooks	NO	  at  HOU	6	24	15.565891472868	3.4232333444943		
15	Randall Cobb	GB	  vs.  CHI	4	29	15.927419354839	4.0504348374623		
16	Jarvis Landry	MIA	  at  NYJ	7	40	19.193798449612	4.2972454118796		
17	Michael Crabtree	OAK	  at  TEN	8	33	19.248062015504	4.142857882913		
18	Alshon Jeffery	CHI	  at  GB	6	48	17.139344262295	6.775456640313		
19	Allen Hurns	JAC	  vs.  SD	10	36	20.906976744186	3.9442664903307		
20	T.Y. Hilton	IND	  vs.  TB	9	36	23.798449612403	4.2323593672268		
21	Steve Johnson	SD	  at  JAC	15	49	24.992248062016	4.5264016614172		
22	Stefon Diggs	MIN	  at  ATL	11	43	26.449612403101	5.4259800533812		
23	Sammy Watkins	BUF	  at  KC	13	46	26.720930232558	5.7532959804397		
24	DeSean Jackson	WAS	  vs.  NYG	11	43	27.976744186047	6.1220976243569		
25	John Brown	ARI	  at  SF	17	44	29.390625	5.4072208304613		
26	Brandon LaFell	CIN	  vs.  STL	13	47	29.5546875	6.5488651136929		
27	Vincent Jackson	TB	  at  IND	17	47	29.78125	5.3516024177343		
28	Travis Benjamin	SD	  at  JAC	8	60	29.411290322581	8.6965066185984		
29	Emmanuel Sanders	DEN	  vs.  NE	12	49	30.587301587302	8.1700865932248		
30	Jeremy Maclin	KC	  vs.  BUF	10	49	31.325581395349	5.4746247483136		
31	Golden Tate	DET	  vs.  PHI	3	60	32.032786885246	7.0918267736437		
32	Davante Adams	GB	  vs.  CHI	20	54	32.821138211382	6.4177504357597		
33	James Jones	FA		15	58	33.322580645161	6.8161908612068		
34	Kamar Aiken	BAL	  at  CLE	22	58	36.3671875	6.0504017089648		
35	Jordan Matthews	PHI	  at  DET	23	64	36.145161290323	6.6583606773341		
36	Willie Snead	NO	  at  HOU	26	54	38.443548387097	5.2229370357986		
37	Michael Floyd	ARI	  at  SF	10	70	38.814516129032	9.229481982706		
38	Rishard Matthews	TEN	  vs.  OAK	21	59	40.11811023622	6.0060522929232		
39	Marvin Jones	DET	  vs.  PHI	31	63	40.906976744186	5.5243532161533		
40	Nate Washington	NE	  at  DEN	21	63	41.738095238095	6.6668792483114		
41	Donte Moncrief	IND	  vs.  TB	22	59	44.126984126984	6.4758208733623		
42	Kendall Wright	TEN	  vs.  OAK	16	71	44.478632478632	8.1341301528535		
43	Terrance Williams	DAL	  vs.  CAR	18	91	45.5	8.4892088363208		
44	Tavon Austin	LA	  	27	63	46.09756097561	6.3031991285705		
45	Doug Baldwin	SEA	  vs.  PIT	31	61	46.6	5.4420584340854		
46	Rueben Randle	PHI	  at  DET	30	68	47.333333333333	5.8797473220733		
47	Devin Funchess	CAR	  at  DAL	20	81	47.295081967213	7.0753422260858		
48	Anquan Boldin	FA		28	66	47.847457627119	7.490815979906		
49	Cecil Shorts	HOU	  vs.  NO	15	66	48.14406779661	6.7350278694437		
50	Ted Ginn	CAR	  at  DAL	35	62	49.745901639344	4.151952879265		
51	Marquess Wilson	CHI	  at  GB	29	70	51.728070175439	7.7258793716477		
52	Tyler Lockett	SEA	  vs.  PIT	24	82	52.008695652174	8.1009882941623		
53	Pierre Garcon	WAS	  vs.  NYG	26	68	53.421487603306	6.1801495958193		
54	Dorial Green-Beckham	TEN	  vs.  OAK	39	77	56.157407407407	6.6236976875641		
55	Dwayne Harris	NYG	  at  WAS	33	66	56.454545454545	6.3898162779626		
56	Jamison Crowder	WAS	  vs.  NYG	38	76	57.482456140351	6.4688626079906		
57	Danny Amendola	NE	  at  DEN	19	136	39.764705882353	31.041773394923		
58	Dontrelle Inman	SD	  at  JAC	39	86	59.238532110092	7.138086350303		
59	Chris Givens	PHI	  at  DET	27	83	59.314814814815	7.5272937295971		
60	Keshawn Martin	NE	  at  DEN	38	93	63.684782608696	11.71020490281		
61	Brian Hartline	CLE	  vs.  BAL	30	87	65.512820512821	10.877810382213		
62	Robert Woods	BUF	  at  KC	42	72	60.952380952381	4.5237593982185		
63	Chris Harper	NE	  at  DEN	37	94	71.857142857143	13.115188266483		
64	Marques Colston	FA		44	89	62.728971962617	5.9649601348566		
65	J.J. Nelson	ARI	  at  SF	35	104	67.258426966292	12.588141458958		
66	Leonard Hankerson	BUF	  at  KC	38	136	59.266666666667	21.408617164331		
67	Roddy White	FA		45	84	66.452631578947	6.8222058804167		
68	Andre Johnson	FA		44	99	65.732673267327	7.4712532768545		
69	Kenny Stills	MIA	  at  NYJ	48	99	67.934782608696	6.9106161995215		
70	Torrey Smith	SF	  vs.  ARI	44	98	68.58064516129	8.5362258798569		
71	Cole Beasley	DAL	  vs.  CAR	37	92	75.925	10.042130003142		
72	Mike Wallace	BAL	  at  CLE	43	90	70.418367346939	6.9984305374495		
73	Chris Conley	KC	  vs.  BUF	27	113	92.8	21.157189479387		
74	Lance Moore	FA		43	100	74.046511627907	9.6832473132175		
75	Jerricho Cotchery	FA		51	96	74.71186440678	8.6338923159828		
76	Harry Douglas	TEN	  vs.  OAK	53	97	71.734939759036	8.5123359632117		
77	Jermaine Kearse	FA		55	85	71.641025641026	6.4866220496285		
78	Justin Hardy	ATL	  vs.  MIN	46	113	83.714285714286	15.128474751254		
79	Griff Whalen	MIA	  at  NYJ	52	98	77.604166666667	9.4884569858445		
80	Chris Hogan	NE	  at  DEN	55	89	75.071428571429	6.9699793575661		
81	Cody Latimer	DEN	  vs.  NE	58	117	79.921052631579	11.787329457264		
82	Albert Wilson	KC	  vs.  BUF	57	94	76.428571428571	8.491292058122		
83	Jaron Brown	ARI	  at  SF	59	127	81.45652173913	15.276732125145		
84	Eddie Royal	CHI	  at  GB	60	136	89.214285714286	14.833256898068		
85	Brian Quick	LA	  	60	107	80.727272727273	9.2647024098889		
86	Nelson Agholor	PHI	  at  DET	60	96	76.634146341463	9.0331532931534		
87	Kenny Britt	LA	  	60	87	76.012987012987	5.7985522297269		
88	Jeremy Butler	BAL	  at  CLE	61	123	86.764705882353	9.8877786226212		
89	Mohamed Sanu	ATL	  vs.  MIN	61	97	79.288461538462	7.7294057350971		
90	Javontee Herndon	SD	  at  JAC	62	109	85.121951219512	10.036992849506		
91	Andrew Hawkins	CLE	  vs.  BAL	63	136	76.357142857143	16.846394878673		
92	Josh Bellamy	CHI	  at  GB	63	123	82.833333333333	13.401699726361		
93	Wes Welker	FA		63	100	80.022222222222	8.8906664889244		
94	Dwayne Bowe	FA		65	126	91.916666666667	15.51052510036		
95	Andre Holmes	OAK	  at  TEN	65	109	87.848484848485	11.124968402056		
96	Marqise Lee	JAC	  vs.  SD	66	118	90.130434782609	15.249531276691		
97	Aaron Dobson	NE	  at  DEN	67	136	90.333333333333	32.293790252754		
98	Adam Humphries	TB	  at  IND	68	125	88.4375	13.605921275312		
99	Josh Huff	PHI	  at  DET	68	97	82.28	7.9524587392831		
100	Marc Mariani	CHI	  at  GB	69	127	109.22222222222	17.599102109532		
101	Devante Parker	MIA	  at  NYJ	69	124	99.333333333333	18.233059108236		
102	Riley Cooper	FA		69	105	88.428571428571	9.5596942996123		
103	Markus Wheaton	PIT	  at  SEA	69	101	87.619047619048	7.6374777092727		
104	Brandon Coleman	NO	  at  HOU	72	107	93.6875	10.895634160066		
105	Greg Jennings	FA		73	133	103.57142857143	16.421737709139		
106	Jeremy Kerley	DET	  vs.  PHI	73	132	93.705882352941	17.646078404138		
107	Philly Brown	CAR	  at  DAL	74	136	84.62962962963	12.089628699222		
108	Phillip Dorsett	IND	  vs.  TB	74	136	105	31		
109	Bennie Fowler	DEN	  vs.  NE	74	130	100.83333333333	19.458645607773		
110	Hakeem Nicks	FA		74	123	96.142857142857	16.452777198729		
111	Bryan Walters	FA		74	112	85.882352941176	8.995962185344		
112	Charles Johnson	MIN	  at  ATL	75	121	93.95	15.474091249569		
113	Jarius Wright	MIN	  at  ATL	76	98	86.190476190476	5.9571409539032		
114	Devin Street	DAL	  vs.  CAR	77	127	110.5	20.229928324144		
115	Jeff Janis	GB	  vs.  CHI	77	124	104	14.832396974191		
116	Keith Mumphery	HOU	  vs.  NO	77	123	102	17.262676501632		
117	Quinton Patton	SF	  vs.  ARI	78	97	91.3125	5.4854210184816		
118	Seth Roberts	OAK	  at  TEN	79	122	89.266666666667	9.6779244790514		
119	Andre Caldwell	FA		79	120	103.76923076923	14.613765092457		
120	Marlon Brown	BAL	  at  CLE	81	136	97.75	22.398381637967		
121	Rashad Greene	JAC	  vs.  SD	81	115	100.1	9.3322023124234		
122	Ryan Grant	WAS	  vs.  NYG	82	142	113.75	25.752427070084		
123	Quincy Enunwa	NYJ	  vs.  MIA	84	100	91.692307692308	4.1581174620737		
124	Miles Austin	FA		86	107	96.555555555556	6.0573391868618		
125	Nick Williams	ATL	  vs.  MIN	89	113	101.33333333333	9.8092926463748		
126	Jason Avant	FA		90	112	102.22222222222	7.7427783956375		
127	Lucky Whitehead	DAL	  vs.  CAR	91	136	123	18.614510468986		
128	Matt Slater	NE	  at  DEN	91	135	107.5	15.163003220558		
129	Devin Smith	NYJ	  vs.  MIA	91	121	108.125	10.325181596466		
130	Jordan Norwood	FA		92	138	117.42857142857	14.261407893404		
131	Taylor Gabriel	CLE	  vs.  BAL	96	102	99	3		
132	Cordarrelle Patterson	MIN	  at  ATL	98	133	120	15.641824275533		
133	Bruce Ellington	SF	  vs.  ARI	100	127	115.14285714286	8.0786945803421		
134	Jerome Simpson	SF	  vs.  ARI	101	134	119	13.386560424545		
135	Tre McBride	TEN	  vs.  OAK	101	132	120.66666666667	13.960261060915		
136	Kenbrell Thompkins	NYJ	  vs.  MIA	104	136	120	16		
137	T.J. Graham	PHI	  at  DET	105	125	119.8	7.5471849056453		
138	Sammie Coates	PIT	  at  SEA	108	137	122.5	14.5		
139	Rico Richardson	FA		108	136	122	14		
140	Cameron Meredith	CHI	  at  GB	109	122	118.25	5.3560713214071		
141	Marlon Moore	CLE	  vs.  BAL	109	118	115	3.6742346141748		
142	Darrius Heyward-Bey	PIT	  at  SEA	110	125	116.71428571429	5.1189922477625		
143	Myles White	NYG	  at  WAS	111	139	120.42857142857	10.083326305726		
144	Eric Weems	ATL	  vs.  MIN	111	135	123	12		
145	Russell Shepard	TB	  at  IND	113	131	119.57142857143	5.4210474174315		
146	Kaelin Clay	BAL	  at  CLE	114	128	121	7		
147	Adam Thielen	MIN	  at  ATL	117	140	130	9.4604439642123		
148	Kevin Smith	SEA	  vs.  PIT	117	130	123.5	6.5		
149	Andre Roberts	WAS	  vs.  NYG	119	134	123.66666666667	5.1207638319124		
150	Corey Fuller	DET	  vs.  PHI	122	126	124	1.4142135623731		
151	Jared Abbrederis	GB	  vs.  CHI	131	136	133.5	2.5		
152	Bradley Marquez	LA	  	134	137	135.5	1.5		
