 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
1	Rob Gronkowski	NE	  vs.  TEN	1	4	1.062015503876	0.32354475588696		
2	Greg Olsen	CAR	  at  NYG	1	6	2.3720930232558	0.92401019694582		
3	Jordan Reed	WAS	  vs.  BUF	2	10	3.4496124031008	1.293761059557		
4	Delanie Walker	TEN	  at  NE	2	11	5.031007751938	1.896295795525		
5	Gary Barnidge	CLE	  at  SEA	2	15	5.8294573643411	2.1208599652896		
6	Antonio Gates	SD	  vs.  MIA	2	14	5.984496124031	1.7608335593202		
7	Julius Thomas	JAC	  vs.  ATL	2	16	6.6744186046512	2.1391978163878		
8	Travis Kelce	KC	  at  BAL	2	17	8.3410852713178	2.4949441093956		
9	Benjamin Watson	BAL	  vs.  KC	4	19	8.6511627906977	2.0179472369263		
10	Richard Rodgers	GB	  at  OAK	3	18	10.906976744186	2.0400709079678		
11	Zach Miller	CHI	  at  MIN	5	22	10.648	2.6959406521658		
12	Austin Seferian-Jenkins	TB	  at  STL	4	26	13.894308943089	2.7521255883676		
13	Eric Ebron	DET	  at  NO	8	22	14.293650793651	2.6549368817938		
14	Zach Ertz	PHI	  vs.  ARI	5	27	14.991935483871	3.0360627297642		
15	Jacob Tamme	ATL	  at  JAC	5	26	16.408	2.8428042493285		
16	Will Tye	NYG	  vs.  CAR	8	33	17.121951219512	3.1145746185524		
17	Kyle Rudolph	MIN	  vs.  CHI	10	26	17.288	2.6946346691156		
18	Jason Witten	DAL	  vs.  NYJ	8	25	17.922413793103	3.129809022677		
19	Vernon Davis	FA		7	30	18.9	3.4914180500192		
20	Tyler Eifert	CIN	  at  SF	2	74	20.181818181818	21.703867195495		
21	Coby Fleener	NO	  vs.  DET	14	36	22.79	3.502270691994		
22	Ryan Griffin	HOU	  at  IND	11	36	23.772727272727	3.8219678199233		
23	Clive Walford	OAK	  vs.  GB	15	34	23.75	3.7193189340702		
24	Vance McDonald	SF	  vs.  CIN	14	35	23.442307692308	4.3341819454304		
25	Luke Willson	SEA	  vs.  CLE	11	35	23.84693877551	3.4973810633636		
26	Jordan Cameron	MIA	  at  SD	12	31	24.263157894737	3.4003421695185		
27	Zach Miller	FA		11	12	11.5	0.5		
28	Scott Chandler	FA		10	74	27.067796610169	9.2514119981024		
29	Ladarius Green	PIT	  vs.  DEN	16	39	26.587301587302	4.5656930510087		
30	Darren Fells	ARI	  at  PHI	12	46	27.067796610169	4.3486386211017		
31	Charles Clay	BUF	  at  WAS	14	74	26	16.186414056239		
32	Owen Daniels	FA		15	36	26.675	3.9647667018376		
33	Blake Bell	SF	  vs.  CIN	16	61	32.916666666667	10.419999466837		
34	Brent Celek	PHI	  vs.  ARI	16	44	29.338983050847	5.9421224579099		
35	Cameron Brate	TB	  at  STL	18	44	36.055555555556	6.5274822628145		
