 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
1	Seattle Seahawks	SEA	  vs.  DET	1	13	1.8062015503876	1.5355100123858		
2	Arizona Cardinals	ARI	  vs.  STL	1	24	2.8294573643411	2.7254870299651		
3	Denver Broncos	DEN	  vs.  MIN	1	9	2.875	1.2374368670765		
4	Carolina Panthers	CAR	  at  TB	1	12	4.1937984496124	1.5405501855201		
5	Buffalo Bills	BUF	  vs.  NYG	1	24	6.1171875	3.0223673816801		
6	New York Jets	NYJ	  at  MIA	3	23	6.7441860465116	2.7429375691077		
7	Green Bay Packers	GB	  at  SF	1	16	7.8139534883721	2.4739493639121		
8	Cincinnati Bengals	CIN	  vs.  KC	4	21	9.296875	2.8949292278698		
9	Miami Dolphins	MIA	  vs.  NYJ	1	20	11.271317829457	3.8292062811953		
10	Philadelphia Eagles	PHI	  at  WAS	1	26	10.912	4.1221664207065		
11	Indianapolis Colts	IND	  vs.  JAC	2	24	11.112	3.8682626591275		
12	Houston Texans	HOU	  at  ATL	2	29	12.790322580645	5.0245754010123		
13	Los Angeles Rams	LA	  	3	29	14.528	4.0429217157892		
14	Atlanta Falcons	ATL	  vs.  HOU	5	27	14.683333333333	3.8078500787481		
15	Oakland Raiders	OAK	  at  CHI	5	29	15.561983471074	4.2966305499044		
16	Baltimore Ravens	BAL	  at  PIT	3	32	14.490740740741	5.1397063080282		
17	Washington Redskins	WAS	  vs.  PHI	5	28	16.068965517241	4.4309338509974		
18	Cleveland Browns	CLE	  at  SD	5	27	17.612068965517	4.1642392850111		
19	Minnesota Vikings	MIN	  at  DEN	9	29	17.95652173913	3.2501272332227		
20	Pittsburgh Steelers	PIT	  vs.  BAL	8	31	19.409090909091	3.4805836881071		
21	San Diego Chargers	SD	  vs.  CLE	3	29	15.52	5.7627771083046		
22	Dallas Cowboys	DAL	  at  NO	11	27	19.554054054054	3.541803983359		
23	Kansas City Chiefs	KC	  at  CIN	9	27	18.885714285714	4.0197471745047		
24	Detroit Lions	DET	  at  SEA	6	30	22.160714285714	4.7950003192101		
25	Tampa Bay Buccaneers	TB	  vs.  CAR	11	30	22.924528301887	4.446109414808		
26	New York Giants	NYG	  at  BUF	10	30	22.5	4.20119030752		
27	Jacksonville Jaguars	JAC	  at  IND	8	30	23.75	5.8928737928503		
28	New Orleans Saints	NO	  vs.  DAL	10	30	23.75	4.6435439052517		
29	Chicago Bears	CHI	  vs.  OAK	19	30	26.883720930233	2.8301475212235		
30	San Francisco 49ers	SF	  vs.  GB	17	30	27.581395348837	3.5189358733726		
31	New England Patriots	NE	  	29	29	29	0		
32	Tennessee Titans	TEN	  	30	30	30	0		
