 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
1	Stephen Gostkowski	NE	  at  NYJ	1	20	2.2232142857143	3.0050844456538		
2	Steven Hauschka	SEA	  vs.  STL	1	15	3.1964285714286	2.2632123413504		
3	Graham Gano	CAR	  at  ATL	1	16	3.8198198198198	2.2945222596365		
4	Chandler Catanzaro	ARI	  vs.  GB	2	12	4.6428571428571	1.6575430551246		
5	Cairo Santos	KC	  vs.  CLE	1	20	4.5225225225225	3.2099138290666		
6	Chris Boswell	PIT	  at  BAL	1	20	6.7452830188679	3.5609552480186		
7	Mason Crosby	GB	  at  ARI	3	25	8.4954954954955	3.2407147300698		
8	Josh Brown	NYG	  at  MIN	1	28	9.0892857142857	4.4068809253026		
9	Brandon McManus	DEN	  vs.  CIN	3	27	10	4.2468475703414		
10	Blair Walsh	MIN	  vs.  NYG	4	23	10.324324324324	2.6377787617074		
11	Matt Prater	DET	  vs.  SF	1	20	10.390909090909	2.9452441002262		
12	Jason Myers	JAC	  at  NO	4	21	11.231481481481	2.633848337409		
13	Dan Carpenter	BUF	  vs.  DAL	7	28	14.490566037736	3.1420618246288		
14	Sebastian Janikowski	OAK	  vs.  SD	8	30	15.158415841584	3.7117225945853		
15	Mike Nugent	CIN	  at  DEN	2	29	15.944444444444	3.5429463918895		
16	Dustin Hopkins	WAS	  at  PHI	1	25	15.202127659574	3.2797891318895		
17	Connor Barth	TB	  vs.  CHI	3	23	16.22	3.1924285426615		
18	Kai Forbath	NO	  vs.  JAC	2	30	16.625	5.533600874328		
19	Adam Vinatieri	IND	  at  MIA	6	29	17.631067961165	3.5879796388198		
20	Justin Tucker	BAL	  vs.  PIT	7	29	18.919191919192	4.3173990666304		
21	Robbie Gould	CHI	  at  TB	6	30	18.957446808511	5.1071807887398		
22	Randy Bullock	FA		7	27	19.386363636364	5.3649362831551		
23	Caleb Sturgis	PHI	  vs.  WAS	9	28	19.15	5.3317445550214		
24	Andrew Franks	MIA	  vs.  IND	3	32	19.454545454545	5.1454063601984		
25	Dan Bailey	DAL	  at  BUF	5	30	20.521739130435	6.1210226853489		
26	Nick Novak	HOU	  at  TEN	2	32	22.487179487179	6.7969517861442		
27	Josh Lambo	SD	  at  OAK	10	31	21.744186046512	4.3192000942025		
28	Shayne Graham	FA		14	32	24.875	4.884605920645		
29	Ryan Succop	TEN	  vs.  HOU	15	32	26.3125	4.8697888814609		
30	Greg Zuerlein	LA	  	15	32	27.888888888889	4.6214742984634		
31	Phil Dawson	SF	  at  DET	17	32	27.714285714286	3.4315463284184		
32	Travis Coons	CLE	  at  KC	24	32	30.16	1.9116485032558		
