 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
1	Stephen Gostkowski	NE	  at  HOU	1	11	1.9655172413793	1.947283848758		
2	Steven Hauschka	SEA	  at  BAL	1	18	3.7586206896552	3.07554505866		
3	Cairo Santos	KC	  vs.  SD	1	19	4.8189655172414	3.3748541167221		
4	Graham Gano	CAR	  vs.  ATL	1	20	4.8620689655172	3.342249272891		
5	Chandler Catanzaro	ARI	  vs.  MIN	1	14	4.4954954954955	2.1555454311695		
6	Josh Brown	NYG	  at  MIA	1	18	6.5172413793103	2.6046469037972		
7	Mason Crosby	GB	  vs.  DAL	2	20	7.3448275862069	2.5328988717301		
8	Brandon McManus	DEN	  vs.  OAK	3	19	7.8620689655172	3.1208325362604		
9	Mike Nugent	CIN	  vs.  PIT	2	20	9.6	2.9066640074446		
10	Adam Vinatieri	IND	  at  JAC	1	24	11.577586206897	3.5867352893226		
11	Connor Barth	TB	  vs.  NO	3	30	11.830188679245	4.1447208935168		
12	Justin Tucker	BAL	  vs.  SEA	2	32	13.614035087719	5.6390069611183		
13	Chris Boswell	PIT	  at  CIN	3	26	12.415094339623	3.4691848983622		
14	Dan Carpenter	BUF	  at  PHI	2	25	13.991228070175	3.7778105931622		
15	Matt Prater	DET	  at  STL	1	25	14.205357142857	3.8894050060415		
16	Jason Myers	JAC	  vs.  IND	3	30	16.276595744681	4.3598854545737		
17	Robbie Gould	CHI	  vs.  WAS	4	25	15.523364485981	2.8558704727052		
18	Dan Bailey	DAL	  at  GB	5	31	17.289719626168	4.3341921296497		
19	Randy Bullock	FA		4	32	17.631578947368	5.031066919554		
20	Dustin Hopkins	WAS	  at  CHI	3	31	19.209677419355	5.2766591849395		
21	Blair Walsh	MIN	  at  ARI	8	30	18.778846153846	3.7849822953789		
22	Kai Forbath	NO	  at  TB	9	31	20.285714285714	5.9373142649073		
23	Sebastian Janikowski	OAK	  at  DEN	5	32	21.88	5.6943480750653		
24	Nick Novak	HOU	  vs.  NE	1	32	20.789473684211	5.7909089130102		
25	Phil Dawson	SF	  at  CLE	11	30	22.428571428571	5.7633606975976		
26	Caleb Sturgis	PHI	  vs.  BUF	11	31	21	4.8697315854455		
27	Andrew Franks	MIA	  vs.  NYG	9	31	21.125	4.4282473959796		
28	Matt Bryant	ATL	  at  CAR	12	23	16	4.9396356140914		
29	Shayne Graham	FA		10	32	25.545454545455	5.5272926634409		
30	Travis Coons	CLE	  vs.  SF	10	32	25.892857142857	4.7684924670343		
31	Josh Lambo	SD	  at  KC	10	32	23.34	5.3725599112527		
32	Ryan Succop	TEN	  at  NYJ	13	32	25.447368421053	5.0351259244226		
33	Greg Zuerlein	LA	  	15	32	27.117647058824	4.4968270243803		
34	Zach Hocker	CIN	  vs.  PIT	26	32	29	2.2962419891482		
