 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
1	David Johnson	ARI	  vs.  GB	1	8	1.7952755905512	1.3061850604868		
2	Adrian Peterson	MIN	  vs.  NYG	1	14	2.8897637795276	2.1452322028262		
3	DeAngelo Williams	PIT	  at  BAL	1	11	3.1181102362205	1.6911728829813		
4	Doug Martin	TB	  vs.  CHI	1	10	3.740157480315	1.381614931057		
5	Devonta Freeman	ATL	  vs.  CAR	2	21	6.4251968503937	2.9736895745285		
6	Charcandrick West	KC	  vs.  CLE	1	21	6.7322834645669	3.5348630794578		
7	Matt Forte	NYJ	  vs.  NE	2	21	9.0708661417323	3.229248961616		
8	Latavius Murray	OAK	  vs.  SD	2	29	7.672131147541	3.0229792680287		
9	Denard Robinson	JAC	  at  NO	2	25	9.7637795275591	3.3800169894587		
10	Darren McFadden	DAL	  at  BUF	5	47	10.771653543307	4.5162680161117		
11	Todd Gurley	LA	  	3	30	11.267716535433	3.9989148506364		
12	Lamar Miller	HOU	  at  TEN	4	32	12.716535433071	4.7136886233311		
13	Karlos Williams	BUF	  vs.  DAL	3	35	13.291338582677	4.2242461680768		
14	Tim Hightower	NO	  vs.  JAC	7	34	13.425196850394	3.8136094565692		
15	Frank Gore	IND	  at  MIA	7	29	16.811023622047	3.943962361595		
16	Chris Ivory	JAC	  at  NO	8	30	18.055118110236	4.2709549847912		
17	James White	NE	  at  NYJ	6	43	19.047244094488	5.7217065178014		
18	Danny Woodhead	SD	  at  OAK	6	40	18.827868852459	5.3892616711243		
19	Christine Michael	SEA	  vs.  STL	10	55	20.611111111111	5.7389952970359		
20	Eddie Lacy	GB	  at  ARI	9	43	20.944881889764	5.3775665348226		
21	Cameron Artis-Payne	CAR	  at  ATL	9	50	22.283464566929	6.7682650375723		
22	Ryan Mathews	PHI	  vs.  WAS	10	36	22.540983606557	4.5324830183032		
23	Javorius Allen	BAL	  vs.  PIT	8	45	23.795275590551	5.6419946529758		
24	Bilal Powell	NYJ	  vs.  NE	10	53	23.65873015873	7.3270131838988		
25	Jeremy Hill	CIN	  at  DEN	12	43	24.503937007874	5.2734276915569		
26	Giovani Bernard	CIN	  at  DEN	14	41	27.149606299213	4.4951044939944		
27	Ameer Abdullah	DET	  vs.  SF	12	46	27.370078740157	5.8009002146983		
28	Rashad Jennings	NYG	  at  MIN	10	47	28.629921259843	5.8656925262664		
29	Alfred Morris	DAL	  at  BUF	7	53	28	9.6540147089177		
30	Ronnie Hillman	DEN	  vs.  CIN	18	42	30.111111111111	3.9505318553374		
31	Alfred Blue	HOU	  at  TEN	11	58	30.753968253968	7.8282014678478		
32	Jeremy Langford	CHI	  at  TB	19	56	32.409448818898	5.1026538266036		
33	James Starks	GB	  at  ARI	17	50	34.284552845528	5.4392735125905		
34	Darren Sproles	PHI	  vs.  WAS	22	56	35.157024793388	5.4348253592306		
35	Charles Sims	TB	  vs.  CHI	25	49	36.685039370079	4.2532077517507		
36	C.J. Anderson	DEN	  vs.  CIN	20	53	37.008064516129	5.6845801157704		
37	Mike Gillislee	BUF	  vs.  DAL	13	54	37.411764705882	5.6381231824311		
38	Donald Brown	NE	  at  NYJ	12	56	37.308411214953	7.2336327851332		
39	Spencer Ware	KC	  vs.  CLE	21	62	39.333333333333	7.6401716094746		
40	Antonio Andrews	TEN	  vs.  HOU	15	57	39.532786885246	8.2821004168772		
41	Theo Riddick	DET	  vs.  SF	19	54	40.121951219512	5.2893286737315		
42	Matt Jones	WAS	  at  PHI	19	109	31.879310344828	12.5011414461		
43	Brandon Bolden	NE	  at  NYJ	25	66	42.555555555556	7.2694706945236		
44	Duke Johnson	CLE	  at  KC	24	57	42.795081967213	5.3284552010266		
45	Joique Bell	FA		20	59	42.864406779661	6.6878529581969		
46	Kendall Gaskins	SF	  at  DET	22	64	44.783018867925	10.325828320725		
47	Jay Ajayi	MIA	  vs.  IND	20	61	44.394957983193	7.7407776381713		
48	Bryce Brown	FA		23	56	44.63963963964	5.68036414388		
49	Isaiah Crowell	CLE	  at  KC	27	62	45.241379310345	5.1905429415946		
50	Shane Vereen	NYG	  at  MIN	26	64	45.586776859504	5.7692106991082		
51	DeMarco Murray	TEN	  vs.  HOU	30	64	48.5	5.0230948111181		
52	Chris Thompson	WAS	  at  PHI	23	83	52.35	14.098847470627		
53	Fozzy Whittaker	CAR	  at  ATL	26	76	52.009615384615	7.338642706601		
54	Jerick McKinnon	MIN	  vs.  NYG	28	72	52.822916666667	6.551073054067		
55	Mike Tolbert	CAR	  at  ATL	36	66	52.602040816327	5.0623455802468		
56	Andre Ellington	ARI	  vs.  GB	38	75	55.864864864865	8.014049022716		
57	Shaun Draughn	SF	  at  DET	16	109	43.333333333333	30.103525079668		
58	C.J. Spiller	NO	  vs.  JAC	29	74	55.412371134021	6.0509053208975		
59	Chris Polk	FA		2	66	55.462365591398	6.9954810909829		
60	DuJuan Harris	FA		35	75	57.846153846154	8.1716786134152		
61	Joey Iosefa	NE	  at  NYJ	33	89	56.619047619048	7.3011818382936		
62	Steven Jackson	NE	  at  NYJ	39	75	59.622950819672	7.8576764897299		
63	Terrance West	BAL	  vs.  PIT	38	71	57.632911392405	5.3062590583838		
64	Fred Jackson	FA		37	76	57.363636363636	5.1680438935782		
65	Kerwynn Williams	ARI	  vs.  GB	43	82	64.145454545455	6.9685479948856		
66	Travaris Cadet	NO	  vs.  JAC	44	93	67	12.267844146385		
67	Pierre Thomas	FA		45	91	71.941176470588	11.31615497074		
68	Orleans Darkwa	NYG	  at  MIN	45	84	67.69387755102	5.8665571784364		
69	Matt Asiata	MIN	  vs.  NYG	45	79	67.454545454545	6.6061996093243		
70	Daniel Herron	FA		47	73	63.763636363636	4.9321344682828		
71	Robert Turbin	IND	  at  MIA	49	75	63.138888888889	5.9402243587342		
72	T.J. Yeldon	JAC	  at  NO	49	109	59.277777777778	13.223739408753		
73	Jonathan Grimes	HOU	  at  TEN	49	79	63.630434782609	5.3420346866688		
74	Marcel Reece	OAK	  vs.  SD	49	73	66.530612244898	5.5332097221448		
75	Jonas Gray	JAC	  at  NO	50	78	61.246376811594	6.6711705013448		
76	Bishop Sankey	TEN	  vs.  HOU	50	86	66.109090909091	6.4149618500183		
77	Akeem Hunt	HOU	  at  TEN	51	84	67.843137254902	6.6313945802674		
78	Jonathan Stewart	CAR	  at  ATL	52	109	71.333333333333	26.637484032009		
79	Tre Mason	LA	  	52	84	69.96	8.0223687275019		
80	Tevin Coleman	ATL	  vs.  CAR	53	109	71.571428571429	16.714896203747		
81	Kyle Juszczyk	BAL	  vs.  PIT	53	83	67.916666666667	6.4090864316913		
82	Derrick Coleman	SEA	  vs.  STL	53	82	69.622222222222	5.9452647409099		
83	David Cobb	TEN	  vs.  HOU	53	81	63.883720930233	5.2704057578476		
84	Juwan Thompson	DEN	  vs.  CIN	55	100	71.44	12.006931331527		
85	Bruce Miller	SF	  at  DET	55	88	69.647058823529	8.4082674753909		
86	Taiwan Jones	OAK	  vs.  SD	56	105	83.111111111111	14.917882218215		
87	Joe Banyard	JAC	  at  NO	56	78	69	5.8465218875686		
88	LeSean McCoy	BUF	  vs.  DAL	57	57	57	0		
89	Terron Ward	ATL	  vs.  CAR	58	92	70.384615384615	8.6605956584847		
90	Andre Williams	NYG	  at  MIN	58	87	74.666666666667	7.1709289650799		
91	Benny Cunningham	LA	  	58	86	72.153846153846	6.5849029412408		
92	Stepfan Taylor	ARI	  vs.  GB	61	93	67.96	7.5391246176197		
93	Anthony Dixon	FA		64	90	82.166666666667	8.2039963161593		
94	Ka'Deem Carey	CHI	  at  TB	65	97	82.272727272727	8.3675879992755		
95	Kenjon Barner	PHI	  vs.  WAS	65	83	73.857142857143	6.1278887398649		
96	Knile Davis	KC	  vs.  CLE	66	105	80.357142857143	11.805610910901		
97	Patrick DiMarco	ATL	  vs.  CAR	67	96	81.545454545455	9.8291184878367		
98	Jamize Olawale	OAK	  vs.  SD	68	90	74.727272727273	6.0466505993876		
99	Stevan Ridley	DET	  vs.  SF	69	106	80	9.0553851381374		
100	Damien Williams	MIA	  vs.  IND	69	97	80.727272727273	8.0010329911593		
101	Rod Smith	DAL	  at  BUF	72	104	92	14.236104336042		
102	Will Johnson	NYG	  at  MIN	74	89	83.666666666667	6.8475461947247		
103	Fitzgerald Toussaint	PIT	  at  BAL	75	99	85.571428571429	7.8895435837052		
104	John Kuhn	FA		75	93	83.888888888889	6.2617790238246		
105	Austin Johnson	NO	  vs.  JAC	76	96	82.2	7.626270385975		
106	Zach Line	MIN	  vs.  NYG	78	94	86.714285714286	5.8484255687025		
107	Ryan Hewitt	CIN	  at  DEN	81	97	86.333333333333	7.5424723326565		
108	Trey Williams	IND	  at  MIA	82	95	88.5	6.5		
109	Roy Helu	OAK	  vs.  SD	83	109	96	13		
110	Kendall Hunter	FA		86	108	96	9.0921211313239		
111	Jay Prosch	HOU	  at  TEN	86	101	93.5	7.5		
112	Rex Burkhead	CIN	  at  DEN	87	102	91.625	5.2900259923747		
113	Michael Burton	DET	  vs.  SF	87	92	89.75	1.9202864369672		
114	Jordan Todman	IND	  at  MIA	89	109	99	10		
115	Jalston Fowler	TEN	  vs.  HOU	89	103	95.5	4.9749371855331		
116	Darrel Young	FA		90	94	91.5	1.5		
117	Anthony Sherman	KC	  vs.  CLE	95	103	99.666666666667	3.3993463423952		
118	Dreamius Smith	SD	  at  OAK	97	98	97.5	0.5		
119	Terrence Magee	FA		102	109	105.5	3.5		
