 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
1	Stephen Gostkowski	NE	  at  DEN	1	26	2.4	3.6255134568895		
2	Steven Hauschka	SEA	  vs.  PIT	1	27	4.0347826086957	3.7600426333906		
3	Chandler Catanzaro	ARI	  at  SF	1	15	4.9298245614035	3.0771349691465		
4	Mason Crosby	GB	  vs.  CHI	1	30	4.8363636363636	3.7743807986507		
5	Josh Brown	NYG	  at  WAS	1	18	6.904347826087	3.1318112915649		
6	Cairo Santos	KC	  vs.  BUF	2	26	6.9646017699115	4.4262475438331		
7	Graham Gano	CAR	  at  DAL	1	19	6.8518518518519	3.102611847194		
8	Dan Bailey	DAL	  vs.  CAR	1	28	9.2477064220183	4.5738706698635		
9	Brandon McManus	DEN	  vs.  NE	1	31	10.417391304348	4.9113579255607		
10	Justin Tucker	BAL	  at  CLE	2	26	11.140350877193	5.1022478585638		
11	Blair Walsh	MIN	  at  ATL	3	30	11.115044247788	4.5520630592499		
12	Sebastian Janikowski	OAK	  at  TEN	2	27	13.481818181818	3.7724643939083		
13	Adam Vinatieri	IND	  vs.  TB	1	24	13.315315315315	3.4873826164029		
14	Nick Novak	HOU	  vs.  NO	2	28	13.990654205607	4.8500801170814		
15	Mike Nugent	CIN	  vs.  STL	2	29	13.882882882883	4.1432431452979		
16	Josh Lambo	SD	  at  JAC	5	27	15.880733944954	4.0833624628006		
17	Jason Myers	JAC	  vs.  SD	3	31	16.878048780488	5.7305136276467		
18	Connor Barth	TB	  at  IND	5	27	16.672727272727	5.634486490935		
19	Shayne Graham	FA		1	31	16.604166666667	6.4766876286331		
20	Matt Bryant	ATL	  vs.  MIN	2	20	10.411764705882	5.3584328649491		
21	Matt Prater	DET	  vs.  PHI	1	29	17.592233009709	4.2710060959825		
22	Chris Boswell	PIT	  at  SEA	3	32	17.571428571429	7.4691201022638		
23	Caleb Sturgis	PHI	  at  DET	3	29	17.297872340426	5.5807987440868		
24	Robbie Gould	CHI	  at  GB	6	30	18.479166666667	4.020725387152		
25	Kai Forbath	NO	  at  HOU	5	32	19.255319148936	6.6763096096966		
26	Dustin Hopkins	WAS	  vs.  NYG	3	31	20.133333333333	7.0034911928901		
27	Dan Carpenter	BUF	  at  KC	5	32	20.701754385965	6.3022271537583		
28	Ryan Succop	TEN	  vs.  OAK	7	32	23.714285714286	6.5315560542489		
29	Travis Coons	CLE	  vs.  BAL	8	31	23.181818181818	6.3075450031642		
30	Randy Bullock	FA		6	30	21.861111111111	5.2554351642307		
31	Phil Dawson	SF	  vs.  ARI	6	32	24.093023255814	6.4404750420214		
32	Andrew Franks	MIA	  at  NYJ	7	32	26.181818181818	4.8832089887233		
33	Greg Zuerlein	LA	  	16	32	24.5	5.3078316592632		
34	Zach Hocker	CIN	  vs.  STL	16	32	28.181818181818	4.9875878997619		
