 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
1	Tom Brady	NE	  at  NYG	1	3	1.1832061068702	0.42447141296054		
2	Aaron Rodgers	GB	  vs.  DET	1	4	1.969465648855	0.53772110733912		
3	Drew Brees	NO	  at  WAS	1	7	3.587786259542	1.0328218885905		
4	Andy Dalton	CIN	  vs.  HOU	1	11	4.1832061068702	1.4292555405763		
5	Cam Newton	CAR	  at  TEN	1	10	4.9007633587786	1.1842152800471		
6	Blake Bortles	JAC	  at  BAL	3	18	6.2442748091603	1.7478082373085		
7	Eli Manning	NYG	  vs.  NE	4	18	7.7404580152672	1.9637469491506		
8	Derek Carr	OAK	  vs.  MIN	4	17	7.8549618320611	2.2038208922825		
9	Kirk Cousins	WAS	  vs.  NO	4	23	10.592307692308	2.4766483364112		
10	Carson Palmer	ARI	  at  SEA	6	26	11.946564885496	3.1533648019273		
11	Russell Wilson	SEA	  vs.  ARI	6	23	13.15503875969	3.3536965892059		
12	Joe Flacco	BAL	  vs.  JAC	7	25	13.374045801527	3.3323211951312		
13	Ryan Tannehill	MIA	  at  PHI	4	27	14.558139534884	4.3167368107991		
14	Tyrod Taylor	BUF	  at  NYJ	7	21	14.388888888889	2.710860644168		
15	Matthew Stafford	DET	  at  GB	7	24	16.015267175573	3.1160376405737		
16	Ryan Fitzpatrick	FA		10	26	15.785714285714	3.0331688674858		
17	Brian Hoyer	CHI	  at  STL	8	26	18.263565891473	3.2218233073763		
18	Sam Bradford	PHI	  vs.  MIA	9	26	18.392307692308	3.0821974025689		
19	Jay Cutler	CHI	  at  STL	12	28	20.047244094488	3.1193030407613		
20	Jameis Winston	TB	  vs.  DAL	9	28	20.291338582677	3.0664818288426		
21	Marcus Mariota	TEN	  vs.  CAR	7	26	20.724409448819	3.1887527869511		
22	Teddy Bridgewater	MIN	  at  OAK	10	28	22.181818181818	3.4760098716918		
23	Matt Cassel	TEN	  vs.  CAR	12	28	23.737704918033	2.9939920132194		
24	Landry Jones	PIT	  vs.  CLE	11	28	23.857142857143	2.6181275440159		
25	Johnny Manziel	FA		13	31	25.22	3.2575450879458		
26	Josh McCown	CLE	  at  PIT	9	47	23.717948717949	6.2795913551053		
27	Alex Smith	KC	  at  DEN	20	29	26.369369369369	1.8692771061569		
28	Nick Foles	LA	  	14	30	26.926605504587	2.0663597474402		
29	Ben Roethlisberger	PIT	  vs.  CLE	26	47	30.388888888889	5.6385467876522		
30	Shaun Hill	MIN	  at  OAK	29	53	30.392857142857	4.3943087032651		
31	Matt Moore	MIA	  at  PHI	29	50	41	8.8317608663278		
32	Scott Tolzien	IND	  	29	41	35	6		
33	Geno Smith	NYJ	  vs.  BUF	29	41	33.5	4.681523968396		
34	Brock Osweiler	HOU	  at  CIN	29	40	33.25	4.6029881598805		
35	Chase Daniel	PHI	  vs.  MIA	30	54	42.666666666667	9.8432153734889		
36	Mark Sanchez	DEN	  vs.  KC	30	46	36.333333333333	6.9442222186666		
37	Zach Mettenberger	TEN	  vs.  CAR	30	43	36.75	6.2599920127745		
38	Jimmy Garoppolo	NE	  at  NYG	30	35	33	2.1602468994693		
39	Derek Anderson	CAR	  at  TEN	31	48	38.666666666667	7.039570693981		
40	Chad Henne	JAC	  at  BAL	31	32	31.333333333333	0.47140452079103		
41	T.J. Yates	FA		32	47	39.5	7.5		
42	E.J. Manuel	BUF	  at  NYJ	32	47	39.5	7.5		
43	Matt McGloin	OAK	  vs.  MIN	32	45	38.5	6.5		
44	Matt Schaub	ATL	  	33	39	36	3		
45	Case Keenum	LA	  	34	55	44.5	10.5		
46	Colt McCoy	WAS	  vs.  NO	34	36	35	0.81649658092773		
47	Austin Davis	CLE	  at  PIT	35	47	41	6		
48	Mike Glennon	TB	  vs.  DAL	36	51	43.5	7.5		
49	Ryan Nassib	NYG	  vs.  NE	36	42	39	3		
50	AJ McCarron	CIN	  vs.  HOU	36	40	38	2		
51	Drew Stanton	ARI	  at  SEA	37	48	42.5	5.5		
52	Tarvaris Jackson	FA		38	49	43.5	5.5		
53	Dan Orlovsky	DET	  at  GB	38	42	40	2		
54	Brandon Weeden	HOU	  at  CIN	44	47	45.5	1.5		
55	Jimmy Clausen	FA		46	52	49	3		
56	Josh Johnson	BUF	  at  NYJ	47	56	51.5	4.5		
