 Rank 	 Player Name 	Team 	 Matchup 	Best Rank 	 Worst Rank 	 Avg Rank 	 Std Dev 	
50	Lance Kendricks	LA	  	32	43	37.45	2.8543825952384		
51	Gavin Escobar	DAL	  at  GB	33	63	47.777777777778	9.3663437403145		
52	Dion Sims	MIA	  vs.  NYG	33	51	43.235294117647	4.3457810746503		
53	C.J. Fiedorowicz	HOU	  vs.  NE	34	55	47.933333333333	6.5060655460031		
54	Craig Stevens	TEN	  at  NYJ	34	51	46.466666666667	4.455209185761		
55	Anthony Fasano	TEN	  at  NYJ	34	44	37.681818181818	2.3814885268054		
56	Rob Housler	CHI	  vs.  WAS	35	69	50.666666666667	14.007934259634		
57	Jeff Cumberland	FA		36	65	55.25	10.280442597476		
58	Marcedes Lewis	JAC	  vs.  IND	36	59	47.176470588235	7.1227497508926		
59	Ed Dickson	CAR	  vs.  ATL	38	47	43	2.4494897427832		
60	Khari Lee	CHI	  vs.  WAS	40	72	56.111111111111	8.0476973165475		
61	Derek Carrier	WAS	  at  CHI	40	66	55	10.476163419878		
62	Kellen Davis	NYJ	  vs.  TEN	40	65	57.666666666667	7.5129517797231		
63	Michael Hoomanawanui	NO	  at  TB	41	59	53.833333333333	4.6696419087073		
64	Matt Spaeth	PIT	  at  CIN	42	67	57.166666666667	10.542243067246		
65	Justin Perillo	GB	  vs.  DAL	43	59	49.454545454545	6.2284338665311		
66	Brandon Pettigrew	DET	  at  STL	43	58	50.916666666667	4.6985517863368		
67	Jerome Cunningham	NYG	  at  MIA	44	60	53.1	5.1273774973177		
68	Chris Gragg	BUF	  at  PHI	45	60	47.8	4.1665333311999		
69	Asante Cleveland	SD	  at  KC	45	51	48	3		
70	Ryan Hewitt	CIN	  vs.  PIT	46	57	51.5	5.5		
71	Demetrius Harris	KC	  vs.  SD	47	64	55.666666666667	4.4969125210773		
72	Levine Toilolo	ATL	  at  CAR	49	70	58.75	6.8145065852195		
73	Brian Leonhardt	MIN	  at  ARI	49	58	53.5	4.5		
74	Jake Stoneburner	MIA	  vs.  NYG	53	67	60	7		
75	C.J. Uzomah	CIN	  vs.  PIT	54	70	62	8		
76	Lee Smith	OAK	  at  DEN	54	68	63.4	5.1224993899463		
77	Konrad Reuland	BAL	  vs.  SEA	55	57	56	1		
78	Jim Dray	BUF	  at  PHI	58	73	64.5	4.6457866215888		
79	MyCole Pruitt	MIN	  at  ARI	59	71	63.875	3.9191038516477		
80	Clay Harbor	NE	  at  HOU	59	69	62.5	2.783882181415		
81	E.J. Bibbs	CLE	  vs.  SF	60	72	66	5.5226805085936		
82	James Hanna	DAL	  at  GB	61	74	67.5	6.5		
83	Jack Doyle	IND	  at  JAC	62	65	63.5	1.5		
84	Matthew Mulligan	DET	  at  STL	68	77	72.5	4.5		
85	Brian Parker	KC	  vs.  SD	68	69	68.5	0.5		
86	Luke Stocker	TB	  vs.  NO	71	73	72	1		
